step,t_obs,t_cmd,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,cmd_shoulder_pan,cmd_shoulder_lift,cmd_elbow_flex,cmd_wrist_flex,cmd_wrist_roll,cmd_gripper,sent_shoulder_pan,sent_shoulder_lift,sent_elbow_flex,sent_wrist_flex,sent_wrist_roll,sent_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,chunk_start
70,1786708748.1092,1786708748.1138,0.03348,22.0659,-28.0000,29.7143,98.3736,-20.5275,2.4471,26.7735,-17.7869,7.5470,99.6719,3.5841,2.0361,26.7735,-17.7869,19.4505,99.6719,-10.1758,2.0361,500,1000,-800,200,900,0,0
71,1786708748.1425,1786708748.1469,0.0333,22.8571,-25.0110,27.4286,98.9011,-17.8022,2.4471,27.7765,-16.5208,6.1708,98.0150,3.3008,2.1124,27.7765,-16.5208,17.0769,98.0150,-7.4505,2.1124,300,1050,-800,250,950,0,0
72,1786708748.1759,1786708748.1813,0.03342,23.5604,-22.0220,24.8791,98.9011,-14.9890,2.4471,29.3794,-15.2591,5.0642,97.9698,5.8736,2.1299,29.3794,-15.2591,14.5275,97.9698,-4.6374,2.1299,300,950,-850,0,900,0,0
73,1786708748.2093,1786708748.2141,0.03342,25.1429,-19.4725,22.5934,98.6374,-12.1758,2.4471,30.0928,-15.0541,4.9595,96.5211,8.3281,2.2339,30.0928,-15.0541,12.2418,96.5211,-1.8242,2.2339,500,850,-800,-150,950,0,0
74,1786708748.2427,1786708748.2475,0.03339,26.9890,-17.4505,20.3077,98.1978,-9.4505,2.4471,30.5646,-14.4215,7.3158,95.6235,8.2311,2.1885,30.5646,-14.4215,9.9560,95.6235,0.8132,2.1885,650,700,-750,-150,900,0,0
75,1786708748.2761,1786708748.2811,0.03339,28.3956,-16.2198,17.9341,97.6703,-6.8132,2.4471,31.1507,-13.8183,7.2268,94.7988,9.0055,2.1465,31.1507,-13.8183,7.5824,94.7988,3.6264,2.1465,400,400,-800,-150,950,0,0
76,1786708748.3095,1786708748.3142,0.03336,29.1868,-15.2527,15.4725,96.6154,-4.0000,2.4471,31.3491,-13.1306,5.9010,95.0767,8.9708,2.2583,31.3491,-13.1306,5.9010,95.0767,6.3516,2.2583,300,300,-850,-400,950,0,0
77,1786708748.3429,1786708748.3475,0.0334,29.4505,-14.3736,13.0110,96.0000,-1.2747,2.4471,32.4624,-13.3435,6.8276,93.4256,7.8314,2.1562,32.4624,-13.3435,6.8276,93.4256,7.8314,2.1562,50,300,-800,-250,950,0,0
78,1786708748.3762,1786708748.381,0.03337,30.0659,-13.6703,10.9011,95.6484,1.5385,2.4471,32.4424,-11.8017,6.6096,92.9254,8.8683,2.0947,32.4424,-11.8017,6.6096,92.9254,8.8683,2.0947,200,300,-750,-150,900,0,0
79,1786708748.4097,1786708748.4149,0.03352,30.8571,-13.5824,9.9341,94.8571,3.9121,2.4471,31.1499,-12.3429,6.3347,91.0280,8.1194,2.1333,31.1499,-12.3429,6.3347,91.0280,8.1194,2.1333,200,0,-350,-300,900,0,0
