step,t_obs,t_cmd,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,cmd_shoulder_pan,cmd_shoulder_lift,cmd_elbow_flex,cmd_wrist_flex,cmd_wrist_roll,cmd_gripper,sent_shoulder_pan,sent_shoulder_lift,sent_elbow_flex,sent_wrist_flex,sent_wrist_roll,sent_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,chunk_start
79,1786709036.0601,1786709036.0646,0.03332,1.0549,-96.0440,94.5934,76.5714,-83.0330,1.5873,1.4660,-95.6264,91.6609,77.0251,-82.2281,1.1429,1.4660,-95.6264,91.6609,77.0251,-82.2281,1.1429,0,0,-100,0,0,0,0
80,1786709036.0935,1786709036.098,0.03337,1.1429,-96.0440,94.2418,76.6593,-82.6813,1.5873,1.5079,-95.4139,91.2974,77.0542,-82.1208,1.1818,1.5079,-95.4139,91.2974,77.0542,-82.1208,1.1818,50,0,-100,0,100,0,0
81,1786709036.1269,1786709036.1315,0.03345,1.1429,-96.0440,94.0659,76.7473,-82.6813,1.5873,1.3918,-95.2834,91.0108,77.3562,-82.1707,1.1603,1.3918,-95.2834,91.0108,77.3562,-82.1707,1.1603,0,0,-100,50,0,0,0
82,1786709036.1602,1786709036.1649,0.03335,1.2308,-95.9560,93.7143,76.7473,-82.5934,1.5873,1.4308,-95.3534,91.0203,77.2996,-81.9363,1.1200,1.4308,-95.3534,91.0203,77.2996,-81.9363,1.1200,0,50,-50,0,50,0,0
83,1786709036.1937,1786709036.1983,0.03343,1.2308,-95.8681,93.4505,76.8352,-82.5934,1.5873,1.4181,-95.3282,91.2129,77.2613,-81.9178,1.1818,1.4181,-95.3282,91.2129,77.2613,-81.9178,1.1818,0,50,-100,0,0,0,0
84,1786709036.227,1786709036.2314,0.03333,1.2308,-95.8681,93.3626,77.0110,-82.5055,1.5873,1.2072,-95.2959,90.8034,77.2725,-81.7260,1.1768,1.2072,-95.2959,90.8034,77.2725,-81.7260,1.1768,0,0,-50,100,0,0,0
85,1786709036.2604,1786709036.265,0.03344,1.2308,-95.8681,93.3626,77.0110,-82.3297,1.5873,1.3655,-95.3382,90.4272,77.3084,-81.7651,1.1913,1.3655,-95.3382,90.4272,77.3084,-81.7651,1.1913,0,0,0,0,50,0,0
86,1786709036.2938,1786709036.2982,0.03337,1.2308,-95.8681,93.2747,77.0989,-82.1538,1.5873,1.1837,-95.2228,90.4187,77.4617,-81.8515,1.1784,1.1837,-95.2228,90.4187,77.4617,-81.8515,1.1784,0,0,-50,50,50,0,0
87,1786709036.3272,1786709036.3317,0.03335,1.2308,-95.8681,93.0989,77.0989,-82.1538,1.5873,1.2946,-95.2959,89.6460,77.5782,-81.6005,1.1796,1.2946,-95.2959,89.6460,77.5782,-81.6005,1.1796,0,0,-50,0,0,0,0
88,1786709036.3606,1786709036.3649,0.03341,1.2308,-95.8681,93.0989,77.0989,-82.1538,1.5873,1.3721,-95.0687,88.5228,77.6045,-81.2607,1.1417,1.3721,-95.0687,88.5228,77.6045,-81.2607,1.1417,0,0,0,0,0,0,0
89,1786709036.394,1786709036.3986,0.03343,1.2308,-95.6923,92.7473,77.0989,-81.9780,1.5873,1.1884,-94.8981,87.6654,77.8557,-81.1191,1.1159,1.1884,-94.8981,87.6654,77.8557,-81.1191,1.1159,0,50,-50,0,50,0,0
90,1786709036.4273,1786709036.432,0.03331,1.2308,-95.6923,91.9560,77.2747,-81.7143,1.5873,1.2245,-94.2433,86.2383,78.5206,-80.8787,1.1480,1.2245,-94.2433,86.2383,78.5206,-80.8787,1.1480,0,0,-250,100,100,0,0
91,1786709036.4608,1786709036.4651,0.03347,1.2308,-95.7802,90.9890,77.4505,-81.6264,1.5873,1.3432,-93.9378,84.4529,79.4931,-80.1072,1.1797,1.3432,-93.9378,84.4529,79.4931,-80.1072,1.1797,0,-50,-300,100,50,0,0
92,1786709036.4942,1786709036.4989,0.03345,1.2308,-95.4286,89.9341,77.9780,-81.2747,1.5873,1.3541,-92.8639,82.2880,80.2082,-79.4031,1.1409,1.3541,-92.8639,82.2880,80.2082,-79.4031,1.1409,0,100,-350,200,50,0,0
93,1786709036.5275,1786709036.532,0.03327,1.2308,-94.8132,88.6154,78.5934,-80.9231,1.5873,1.5334,-92.2630,79.8688,81.3174,-78.1840,1.0141,1.5334,-92.2630,79.8688,81.3174,-78.1840,1.0141,0,250,-500,200,200,0,0
94,1786709036.5609,1786709036.5656,0.03344,1.2308,-94.2857,86.8571,79.3846,-80.3077,1.5873,1.6440,-91.1027,77.1461,81.9868,-76.8744,1.1437,1.6440,-91.1027,77.1461,81.9868,-76.8744,1.1437,0,200,-600,250,200,0,0
95,1786709036.5943,1786709036.5989,0.03336,1.2308,-93.5824,84.9231,80.1758,-79.5165,1.5873,2.0910,-89.8992,74.8810,82.8908,-75.2546,1.1408,2.0910,-89.8992,74.8810,82.8908,-75.2546,1.1408,0,250,-600,300,250,0,0
