step,t_obs,t_cmd,dt,pos_base,pos_shoulder,pos_elbow,pos_wrist,pos_roll,pos_gripper,cmd_base,cmd_shoulder,cmd_elbow,cmd_wrist,cmd_roll,cmd_gripper,sent_base,sent_shoulder,sent_elbow,sent_wrist,sent_roll,sent_gripper,velraw_base,velraw_shoulder,velraw_elbow,velraw_wrist,velraw_roll,velraw_gripper,chunk_start
0,1787660109.556,1787660109.5705,0.03837,-0.151864,-0.585981,2.879282,0.302194,0.030680,-0.024544,-0.145704,-0.549172,2.987432,0.298327,-0.000025,-0.006732,-0.145700,-0.549200,2.987400,0.298300,-0.000000,-0.006700,,,,,,,1
1,1787660109.602,1787660109.6164,0.04596,-0.151864,-0.585981,2.879282,0.302194,0.030680,-0.024544,-0.144341,-0.550401,2.967985,0.296286,0.010333,-0.008146,-0.144300,-0.550400,2.968000,0.296300,0.010300,-0.008100,,,,,,,1
2,1787660109.6686,1787660109.6834,0.06662,-0.151864,-0.585981,2.879282,0.300660,0.027612,-0.007670,-0.154320,-0.544129,2.969294,0.293068,-0.002799,-0.008924,-0.154300,-0.544100,2.969300,0.293100,-0.002800,-0.008900,,,,,,,0
3,1787660109.7055,1787660109.7204,0.03691,-0.151864,-0.578311,2.885418,0.296058,0.013806,-0.007670,-0.155068,-0.542814,2.957531,0.291732,-0.004639,-0.005126,-0.155100,-0.542800,2.957500,0.291700,-0.004600,-0.005100,,,,,,,0
4,1787660109.7569,1787660109.7716,0.0514,-0.151864,-0.553767,2.909962,0.291456,0.010738,-0.003068,-0.145920,-0.543098,2.972253,0.291979,0.002911,-0.006080,-0.145900,-0.543100,2.972300,0.292000,0.002900,-0.006100,,,,,,,0
5,1787660109.8237,1787660109.8387,0.06674,-0.151864,-0.543029,2.922233,0.283786,0.007670,-0.003068,-0.149068,-0.544209,2.968825,0.296038,-0.007210,-0.008933,-0.149100,-0.544200,2.968800,0.296000,-0.007200,-0.008900,,,,,,,0
6,1787660109.8603,1787660109.8736,0.03664,-0.151864,-0.541495,2.922233,0.283786,0.003068,-0.003068,-0.156285,-0.546515,2.963342,0.300491,-0.005858,-0.010288,-0.156300,-0.546500,2.963300,0.300500,-0.005900,-0.010300,,,,,,,0
7,1787660109.9119,1787660109.9266,0.05161,-0.151864,-0.539961,2.922233,0.283786,0.003068,-0.003068,-0.148141,-0.536950,2.972021,0.300133,-0.003129,-0.008968,-0.148100,-0.537000,2.972000,0.300100,-0.003100,-0.009000,,,,,,,0
8,1787660109.9784,1787660109.9936,0.06653,-0.151864,-0.539961,2.922233,0.283786,0.001534,-0.003068,-0.147749,-0.539093,2.968175,0.296136,-0.006619,-0.004591,-0.147700,-0.539100,2.968200,0.296100,-0.006600,-0.004600,,,,,,,0
9,1787660110.0176,1787660110.0325,0.03911,-0.151864,-0.539961,2.922233,0.283786,0.000000,-0.003068,-0.146452,-0.544435,2.963429,0.294969,-0.001103,-0.010016,-0.146500,-0.544400,2.963400,0.295000,-0.001100,-0.010000,,,,,,,0
10,1787660110.0751,1787660110.0885,0.05754,-0.151864,-0.536893,2.922233,0.282252,0.000000,-0.003068,-0.151126,-0.541832,2.959578,0.299630,0.008885,-0.009824,-0.151100,-0.541800,2.959600,0.299600,0.008900,-0.009800,,,,,,,0
11,1787660110.1319,1787660110.1463,0.05676,-0.151864,-0.536893,2.922233,0.282252,0.000000,-0.003068,-0.147668,-0.548209,2.965307,0.297383,-0.007404,-0.007225,-0.147700,-0.548200,2.965300,0.297400,-0.007400,-0.007200,,,,,,,0
