step,t_obs,t_cmd,dt,pos_base,pos_shoulder,pos_elbow,pos_wrist,pos_roll,pos_gripper,cmd_base,cmd_shoulder,cmd_elbow,cmd_wrist,cmd_roll,cmd_gripper,sent_base,sent_shoulder,sent_elbow,sent_wrist,sent_roll,sent_gripper,velraw_base,velraw_shoulder,velraw_elbow,velraw_wrist,velraw_roll,velraw_gripper,chunk_start
42,1787660252.5249,1787660252.5396,0.03887,-0.613592,0.457126,1.842311,0.385029,-0.501612,0.630466,-0.601041,0.527742,1.781944,0.386716,-0.480423,0.630354,-0.601000,0.527700,1.781900,0.386700,-0.480400,0.630400,,,,,,,0
43,1787660252.5826,1787660252.5965,0.05762,-0.610524,0.495476,1.831573,0.385029,-0.513884,0.630466,-0.592051,0.541733,1.779484,0.389565,-0.461760,0.637949,-0.592100,0.541700,1.779500,0.389600,-0.461800,0.637900,,,,,,,0
44,1787660252.6377,1787660252.6526,0.05512,-0.608990,0.524621,1.803961,0.385029,-0.529223,0.630466,-0.587978,0.549352,1.767100,0.381742,-0.472020,0.638740,-0.588000,0.549400,1.767100,0.381700,-0.472000,0.638700,,,,,,,0
45,1787660252.6774,1787660252.6915,0.03977,-0.607456,0.536893,1.796292,0.385029,-0.529223,0.630466,-0.585747,0.555456,1.762850,0.381194,-0.475401,0.632668,-0.585700,0.555500,1.762900,0.381200,-0.475400,0.632700,,,,,,,0
46,1787660252.7344,1787660252.7493,0.05698,-0.598253,0.553767,1.793224,0.385029,-0.506214,0.630466,-0.579144,0.569304,1.751292,0.377095,-0.474883,0.639289,-0.579100,0.569300,1.751300,0.377100,-0.474900,0.639300,,,,,,,0
47,1787660252.7902,1787660252.8045,0.05581,-0.590583,0.562971,1.777884,0.385029,-0.478602,0.630466,-0.579222,0.580181,1.752981,0.392099,-0.477415,0.634829,-0.579200,0.580200,1.753000,0.392100,-0.477400,0.634800,,,,,,,0
48,1787660252.8292,1787660252.8445,0.03901,-0.589049,0.566039,1.774816,0.385029,-0.475534,0.630466,-0.578667,0.585118,1.745072,0.391532,-0.451432,0.641864,-0.578700,0.585100,1.745100,0.391500,-0.451400,0.641900,,,,,,,0
49,1787660252.8861,1787660252.9016,0.05687,-0.585981,0.579845,1.765612,0.377359,-0.475534,0.632000,-0.590121,0.598470,1.745509,0.389676,-0.424477,0.641971,-0.590100,0.598500,1.745500,0.389700,-0.424500,0.642000,,,,,,,1
50,1787660252.9252,1787660252.9396,0.03911,-0.584447,0.589049,1.764078,0.383495,-0.475534,0.636602,-0.597896,0.608687,1.739180,0.389371,-0.426622,0.641640,-0.597900,0.608700,1.739200,0.389400,-0.426600,0.641600,,,,,,,1
51,1787660252.9847,1787660252.9995,0.05951,-0.582913,0.598253,1.761010,0.391165,-0.455592,0.636602,-0.600990,0.615874,1.725393,0.398562,-0.443331,0.648502,-0.601000,0.615900,1.725400,0.398600,-0.443300,0.648500,,,,,,,0
52,1787660253.051,1787660253.0645,0.06628,-0.585981,0.613592,1.754874,0.391165,-0.429515,0.636602,-0.586886,0.618273,1.724648,0.377934,-0.492178,0.635311,-0.586900,0.618300,1.724600,0.377900,-0.492200,0.635300,,,,,,,1
53,1787660253.0901,1787660253.1036,0.0391,-0.589049,0.619728,1.750272,0.385029,-0.427981,0.641204,-0.588089,0.625380,1.722420,0.389515,-0.501729,0.641872,-0.588100,0.625400,1.722400,0.389500,-0.501700,0.641900,,,,,,,1
54,1787660253.1461,1787660253.1596,0.05597,-0.593651,0.630466,1.744136,0.395767,-0.437185,0.644272,-0.594076,0.626747,1.712319,0.383446,-0.478377,0.644597,-0.594100,0.626700,1.712300,0.383400,-0.478400,0.644600,,,,,,,0
55,1787660253.1837,1787660253.1975,0.03759,-0.593651,0.632000,1.741068,0.391165,-0.454058,0.642738,-0.590148,0.634328,1.713022,0.386664,-0.493365,0.644535,-0.590100,0.634300,1.713000,0.386700,-0.493400,0.644500,,,,,,,0
56,1787660253.2356,1787660253.2504,0.05192,-0.592117,0.632000,1.734932,0.386563,-0.483204,0.642738,-0.600477,0.633714,1.724021,0.383463,-0.485211,0.644698,-0.600500,0.633700,1.724000,0.383500,-0.485200,0.644700,,,,,,,0
57,1787660253.3021,1787660253.3163,0.06652,-0.590583,0.642738,1.730330,0.385029,-0.492408,0.642738,-0.613738,0.629231,1.726059,0.387182,-0.502216,0.641969,-0.613700,0.629200,1.726100,0.387200,-0.502200,0.642000,,,,,,,0
58,1787660253.3416,1787660253.3565,0.03952,-0.590583,0.647340,1.730330,0.385029,-0.492408,0.642738,-0.626936,0.625720,1.734801,0.387416,-0.500522,0.645033,-0.626900,0.625700,1.734800,0.387400,-0.500500,0.645000,,,,,,,0
59,1787660253.3988,1787660253.4134,0.05713,-0.592117,0.647340,1.730330,0.385029,-0.489340,0.642738,-0.643218,0.625083,1.739241,0.384851,-0.510899,0.638254,-0.643200,0.625100,1.739200,0.384900,-0.510900,0.638300,,,,,,,0
60,1787660253.4651,1787660253.4804,0.06638,-0.605922,0.647340,1.733398,0.385029,-0.492408,0.642738,-0.646691,0.627984,1.734515,0.379337,-0.515747,0.636944,-0.646700,0.628000,1.734500,0.379300,-0.515700,0.636900,,,,,,,0
61,1787660253.5018,1787660253.5164,0.03662,-0.616660,0.647340,1.739534,0.385029,-0.495476,0.642738,-0.655274,0.642886,1.735744,0.386553,-0.517539,0.639026,-0.655300,0.642900,1.735700,0.386600,-0.517500,0.639000,,,,,,,0
62,1787660253.5537,1787660253.5695,0.05193,-0.633534,0.647340,1.739534,0.385029,-0.504680,0.642738,-0.652929,0.634899,1.752304,0.385408,-0.510563,0.646147,-0.652900,0.634900,1.752300,0.385400,-0.510600,0.646100,,,,,,,0
63,1787660253.6202,1787660253.6346,0.06648,-0.644272,0.647340,1.739534,0.381961,-0.510816,0.642738,-0.652138,0.634997,1.743755,0.382932,-0.510454,0.656059,-0.652100,0.635000,1.743800,0.382900,-0.510500,0.656100,,,,,,,0
64,1787660253.6591,1787660253.6736,0.03888,-0.645806,0.647340,1.739534,0.381961,-0.510816,0.642738,-0.654721,0.641911,1.750178,0.372918,-0.529836,0.654039,-0.654700,0.641900,1.750200,0.372900,-0.529800,0.654000,,,,,,,0
65,1787660253.7167,1787660253.7316,0.05762,-0.645806,0.648874,1.753340,0.381961,-0.510816,0.650408,-0.657244,0.649974,1.744987,0.387308,-0.518043,0.654446,-0.657200,0.650000,1.745000,0.387300,-0.518000,0.654400,,,,,,,0
66,1787660253.7718,1787660253.7867,0.05512,-0.645806,0.648874,1.753340,0.378893,-0.510816,0.651942,-0.649554,0.647674,1.758763,0.384087,-0.526126,0.652134,-0.649600,0.647700,1.758800,0.384100,-0.526100,0.652100,,,,,,,0
67,1787660253.8099,1787660253.8246,0.03813,-0.645806,0.648874,1.753340,0.371223,-0.520019,0.651942,-0.661803,0.642759,1.757618,0.382452,-0.544948,0.656165,-0.661800,0.642800,1.757600,0.382500,-0.544900,0.656200,,,,,,,0
68,1787660253.8617,1787660253.8776,0.05178,-0.647340,0.659612,1.753340,0.380427,-0.521553,0.651942,-0.673955,0.646178,1.763716,0.384944,-0.545307,0.655193,-0.674000,0.646200,1.763700,0.384900,-0.545300,0.655200,,,,,,,1
69,1787660253.9281,1787660253.9426,0.0664,-0.647340,0.664214,1.757942,0.381961,-0.524621,0.651942,-0.679727,0.646489,1.754012,0.380822,-0.555180,0.659544,-0.679700,0.646500,1.754000,0.380800,-0.555200,0.659500,,,,,,,1
70,1787660253.9669,1787660253.9813,0.03879,-0.648874,0.662680,1.761010,0.381961,-0.535359,0.651942,-0.673581,0.651586,1.749278,0.378756,-0.545081,0.657837,-0.673600,0.651600,1.749300,0.378800,-0.545100,0.657800,,,,,,,0
71,1787660254.0247,1787660254.0386,0.0578,-0.661146,0.661146,1.762544,0.381961,-0.539961,0.651942,-0.679960,0.671573,1.740968,0.370061,-0.546094,0.664386,-0.680000,0.671600,1.741000,0.370100,-0.546100,0.664400,,,,,,,1
72,1787660254.0797,1787660254.0935,0.05499,-0.671884,0.662680,1.762544,0.381961,-0.547631,0.651942,-0.675487,0.675994,1.735594,0.370364,-0.574306,0.661699,-0.675500,0.676000,1.735600,0.370400,-0.574300,0.661700,,,,,,,1
73,1787660254.1193,1787660254.1345,0.03968,-0.671884,0.664214,1.762544,0.381961,-0.547631,0.656544,-0.684677,0.681724,1.727453,0.369853,-0.559879,0.660116,-0.684700,0.681700,1.727500,0.369900,-0.559900,0.660100,,,,,,,0
74,1787660254.1756,1787660254.1895,0.05628,-0.670350,0.678020,1.751806,0.371223,-0.547631,0.658078,-0.687310,0.672851,1.735955,0.367282,-0.563641,0.660929,-0.687300,0.672900,1.736000,0.367300,-0.563600,0.660900,,,,,,,0
75,1787660254.2143,1787660254.2276,0.03863,-0.670350,0.685689,1.742602,0.365087,-0.549165,0.658078,-0.680506,0.690918,1.724058,0.368723,-0.548662,0.661747,-0.680500,0.690900,1.724100,0.368700,-0.548700,0.661700,,,,,,,0
76,1787660254.2716,1787660254.2855,0.05736,-0.676486,0.690291,1.738000,0.371223,-0.556835,0.658078,-0.678278,0.705196,1.703982,0.369760,-0.544246,0.667010,-0.678300,0.705200,1.704000,0.369800,-0.544200,0.667000,,,,,,,0
77,1787660254.3404,1787660254.3556,0.06874,-0.678020,0.691825,1.738000,0.369689,-0.556835,0.658078,-0.673405,0.703807,1.688847,0.369028,-0.540612,0.667897,-0.673400,0.703800,1.688800,0.369000,-0.540600,0.667900,,,,,,,0
78,1787660254.3791,1787660254.3936,0.03872,-0.678020,0.697961,1.734932,0.369689,-0.550699,0.659612,-0.667661,0.720315,1.667632,0.366167,-0.534974,0.667556,-0.667700,0.720300,1.667600,0.366200,-0.535000,0.667600,,,,,,,0
79,1787660254.4369,1787660254.4515,0.0578,-0.678020,0.711767,1.713457,0.371223,-0.543029,0.659612,-0.675828,0.726681,1.675013,0.369838,-0.527341,0.670571,-0.675800,0.726700,1.675000,0.369800,-0.527300,0.670600,,,,,,,0
80,1787660254.5031,1787660254.5164,0.06626,-0.676486,0.719437,1.690447,0.371223,-0.538427,0.659612,-0.669665,0.730861,1.674044,0.362338,-0.517666,0.666328,-0.669700,0.730900,1.674000,0.362300,-0.517700,0.666300,,,,,,,0
81,1787660254.5421,1787660254.5566,0.03897,-0.674952,0.728641,1.678175,0.371223,-0.535359,0.665748,-0.668245,0.726166,1.672257,0.362196,-0.523355,0.665690,-0.668200,0.726200,1.672300,0.362200,-0.523400,0.665700,,,,,,,0
82,1787660254.5992,1787660254.6144,0.05706,-0.673418,0.731709,1.676641,0.365087,-0.523087,0.665748,-0.666447,0.728728,1.665066,0.358481,-0.525788,0.669662,-0.666400,0.728700,1.665100,0.358500,-0.525800,0.669700,,,,,,,0
83,1787660254.6549,1787660254.6695,0.05574,-0.673418,0.731709,1.676641,0.366621,-0.518486,0.665748,-0.671288,0.735148,1.656619,0.355774,-0.533695,0.668365,-0.671300,0.735100,1.656600,0.355800,-0.533700,0.668400,,,,,,,0
84,1787660254.6941,1787660254.7086,0.03924,-0.671884,0.731709,1.676641,0.366621,-0.518486,0.665748,-0.669529,0.739130,1.646098,0.358613,-0.534214,0.663987,-0.669500,0.739100,1.646100,0.358600,-0.534200,0.664000,,,,,,,0
