step,t_obs,t_cmd,dt,pos_base,pos_shoulder,pos_elbow,pos_wrist,pos_roll,pos_gripper,cmd_base,cmd_shoulder,cmd_elbow,cmd_wrist,cmd_roll,cmd_gripper,sent_base,sent_shoulder,sent_elbow,sent_wrist,sent_roll,sent_gripper,velraw_base,velraw_shoulder,velraw_elbow,velraw_wrist,velraw_roll,velraw_gripper,chunk_start
0,1787660011.2397,1787660011.2535,0.0331,-0.148796,-0.607456,2.873146,0.311398,0.029146,-0.026078,-0.157685,-0.586973,2.991875,0.327040,0.012366,-0.012310,-0.157700,-0.587000,2.991900,0.327000,0.012400,-0.012300,,,,,,,1
1,1787660011.2897,1787660011.3046,0.04991,-0.148796,-0.607456,2.873146,0.311398,0.029146,-0.026078,-0.154515,-0.574514,2.983658,0.321517,0.020081,-0.006005,-0.154500,-0.574500,2.983700,0.321500,0.020100,-0.006000,,,,,,,1
2,1787660011.3467,1787660011.3615,0.057,-0.148796,-0.607456,2.874680,0.311398,0.027612,-0.018408,-0.153536,-0.576257,2.987486,0.319606,0.032776,-0.013460,-0.153500,-0.576300,2.987500,0.319600,0.032800,-0.013500,,,,,,,0
3,1787660011.4135,1787660011.4286,0.0668,-0.148796,-0.585981,2.891554,0.314466,0.019942,-0.010738,-0.157897,-0.578736,2.977577,0.319390,0.010600,-0.011651,-0.157900,-0.578700,2.977600,0.319400,0.010600,-0.011700,,,,,,,0
4,1787660011.4503,1787660011.4637,0.03682,-0.148796,-0.573709,2.903826,0.312932,0.021476,-0.010738,-0.156682,-0.574735,2.969999,0.317933,0.000920,-0.009243,-0.156700,-0.574700,2.970000,0.317900,0.000900,-0.009200,,,,,,,0
5,1787660011.5017,1787660011.5157,0.05137,-0.148796,-0.569107,2.914563,0.309864,0.032214,-0.004602,-0.157570,-0.581920,2.982654,0.318775,0.007197,-0.015821,-0.157600,-0.581900,2.982700,0.318800,0.007200,-0.015800,,,,,,,0
6,1787660011.5683,1787660011.5826,0.06668,-0.148796,-0.567573,2.914563,0.309864,0.019942,-0.004602,-0.159292,-0.573014,2.976978,0.311639,0.005616,-0.012556,-0.159300,-0.573000,2.977000,0.311600,0.005600,-0.012600,,,,,,,0
7,1787660011.6056,1787660011.6197,0.03722,-0.150330,-0.567573,2.914563,0.309864,0.010738,-0.006136,-0.152919,-0.577452,2.969762,0.317649,0.010137,-0.011378,-0.152900,-0.577500,2.969800,0.317600,0.010100,-0.011400,,,,,,,0
8,1787660011.6567,1787660011.6717,0.05113,-0.150330,-0.567573,2.914563,0.309864,0.010738,-0.010738,-0.153155,-0.575646,2.968343,0.319993,0.009233,-0.009049,-0.153200,-0.575600,2.968300,0.320000,0.009200,-0.009000,,,,,,,0
9,1787660011.7233,1787660011.7376,0.06665,-0.150330,-0.567573,2.914563,0.305262,0.010738,-0.010738,-0.148851,-0.572326,2.953030,0.323621,0.013943,-0.012382,-0.148900,-0.572300,2.953000,0.323600,0.013900,-0.012400,,,,,,,0
10,1787660011.7621,1787660011.7755,0.03872,-0.150330,-0.567573,2.914563,0.305262,0.010738,-0.010738,-0.157834,-0.577559,2.956677,0.323993,-0.000126,-0.009635,-0.157800,-0.577600,2.956700,0.324000,-0.000100,-0.009600,,,,,,,0
11,1787660011.82,1787660011.8343,0.0579,-0.150330,-0.567573,2.914563,0.305262,0.012272,-0.010738,-0.157795,-0.576091,2.960019,0.318400,-0.014128,-0.015032,-0.157800,-0.576100,2.960000,0.318400,-0.014100,-0.015000,,,,,,,0
12,1787660011.8864,1787660011.9003,0.06641,-0.150330,-0.567573,2.914563,0.305262,0.010738,-0.010738,-0.153580,-0.558498,2.946770,0.320163,-0.019566,-0.010433,-0.153600,-0.558500,2.946800,0.320200,-0.019600,-0.010400,,,,,,,1
13,1787660011.9239,1787660011.9394,0.03751,-0.150330,-0.567573,2.914563,0.305262,0.004602,-0.010738,-0.151931,-0.584430,2.961273,0.313236,-0.033192,-0.016547,-0.151900,-0.584400,2.961300,0.313200,-0.033200,-0.016500,,,,,,,1
14,1787660011.9748,1787660011.9895,0.05087,-0.150330,-0.567573,2.914563,0.305262,-0.006136,-0.010738,-0.153976,-0.577559,2.956275,0.311659,-0.013255,-0.021732,-0.154000,-0.577600,2.956300,0.311700,-0.013300,-0.021700,,,,,,,0
15,1787660012.0415,1787660012.0565,0.06671,-0.150330,-0.567573,2.914563,0.303728,-0.021476,-0.010738,-0.155558,-0.576670,2.962169,0.308160,-0.035980,-0.013771,-0.155600,-0.576700,2.962200,0.308200,-0.036000,-0.013800,,,,,,,1
16,1787660012.0788,1787660012.0935,0.03728,-0.150330,-0.567573,2.914563,0.303728,-0.024544,-0.010738,-0.155039,-0.564796,2.931449,0.322012,-0.023783,-0.015442,-0.155000,-0.564800,2.931400,0.322000,-0.023800,-0.015400,,,,,,,1
17,1787660012.1297,1787660012.1446,0.05098,-0.150330,-0.567573,2.914563,0.303728,-0.016874,-0.012272,-0.153738,-0.565461,2.954211,0.319057,-0.032219,-0.012814,-0.153700,-0.565500,2.954200,0.319100,-0.032200,-0.012800,,,,,,,0
18,1787660012.1966,1787660012.2115,0.06688,-0.150330,-0.566039,2.914563,0.303728,-0.015340,-0.010738,-0.151171,-0.566125,2.955460,0.315274,-0.045852,-0.016613,-0.151200,-0.566100,2.955500,0.315300,-0.045900,-0.016600,,,,,,,0
19,1787660012.234,1787660012.2475,0.03737,-0.150330,-0.561437,2.914563,0.303728,-0.018408,-0.010738,-0.153593,-0.565680,2.946120,0.312839,-0.023588,-0.013711,-0.153600,-0.565700,2.946100,0.312800,-0.023600,-0.013700,,,,,,,0
20,1787660012.285,1787660012.2994,0.05104,-0.150330,-0.559903,2.914563,0.303728,-0.026078,-0.010738,-0.154750,-0.555354,2.949688,0.313312,-0.009931,-0.012297,-0.154700,-0.555400,2.949700,0.313300,-0.009900,-0.012300,,,,,,,0
21,1787660012.3515,1787660012.3664,0.0665,-0.150330,-0.559903,2.914563,0.303728,-0.029146,-0.010738,-0.157464,-0.551118,2.951717,0.309928,-0.011122,-0.009399,-0.157500,-0.551100,2.951700,0.309900,-0.011100,-0.009400,,,,,,,0
22,1787660012.3887,1787660012.4024,0.03713,-0.150330,-0.559903,2.914563,0.303728,-0.023010,-0.010738,-0.157560,-0.548279,2.957438,0.310164,0.007811,-0.009200,-0.157600,-0.548300,2.957400,0.310200,0.007800,-0.009200,,,,,,,0
23,1787660012.4401,1787660012.4546,0.0514,-0.150330,-0.552233,2.913030,0.303728,-0.010738,-0.010738,-0.166791,-0.544502,2.968561,0.303522,0.007548,-0.016225,-0.166800,-0.544500,2.968600,0.303500,0.007500,-0.016200,,,,,,,0
24,1787660012.5066,1787660012.5216,0.06652,-0.150330,-0.544563,2.913030,0.303728,-0.003068,-0.010738,-0.162527,-0.549263,2.977433,0.306297,0.002949,-0.008265,-0.162500,-0.549300,2.977400,0.306300,0.002900,-0.008300,,,,,,,0
25,1787660012.5432,1787660012.5585,0.03666,-0.150330,-0.544563,2.913030,0.303728,0.006136,-0.010738,-0.165390,-0.546291,2.976434,0.295115,-0.008915,-0.014033,-0.165400,-0.546300,2.976400,0.295100,-0.008900,-0.014000,,,,,,,0
26,1787660012.5948,1787660012.6096,0.0516,-0.156466,-0.541495,2.917631,0.296058,0.006136,-0.010738,-0.163333,-0.543746,2.983455,0.297882,-0.006561,-0.007310,-0.163300,-0.543700,2.983500,0.297900,-0.006600,-0.007300,,,,,,,0
27,1787660012.6617,1787660012.6766,0.06686,-0.156466,-0.541495,2.919165,0.289922,0.000000,-0.010738,-0.163140,-0.545756,2.976581,0.300946,0.007026,-0.011541,-0.163100,-0.545800,2.976600,0.300900,0.007000,-0.011500,,,,,,,0
28,1787660012.7005,1787660012.7155,0.03884,-0.156466,-0.541495,2.920699,0.286854,-0.001534,-0.010738,-0.164072,-0.549002,2.970444,0.302393,0.000778,-0.008527,-0.164100,-0.549000,2.970400,0.302400,0.000800,-0.008500,,,,,,,0
29,1787660012.7581,1787660012.7714,0.05758,-0.156466,-0.541495,2.920699,0.285320,-0.001534,-0.010738,-0.160866,-0.554705,2.960523,0.306640,-0.000338,-0.009903,-0.160900,-0.554700,2.960500,0.306600,-0.000300,-0.009900,,,,,,,0
30,1787660012.8245,1787660012.8395,0.0664,-0.156466,-0.541495,2.922233,0.285320,0.006136,-0.010738,-0.164360,-0.542886,2.963558,0.312220,0.006625,-0.012969,-0.164400,-0.542900,2.963600,0.312200,0.006600,-0.013000,,,,,,,0
31,1787660012.8613,1787660012.8775,0.03682,-0.156466,-0.541495,2.922233,0.285320,0.006136,-0.010738,-0.165797,-0.535724,2.957888,0.305194,0.001070,-0.012420,-0.165800,-0.535700,2.957900,0.305200,0.001100,-0.012400,,,,,,,1
32,1787660012.913,1787660012.9276,0.05167,-0.156466,-0.541495,2.922233,0.285320,0.006136,-0.010738,-0.165863,-0.537082,2.961166,0.310803,-0.004165,-0.009920,-0.165900,-0.537100,2.961200,0.310800,-0.004200,-0.009900,,,,,,,1
33,1787660012.9798,1787660012.9935,0.06675,-0.156466,-0.536893,2.922233,0.285320,0.006136,-0.010738,-0.158598,-0.537319,2.962689,0.314029,0.000343,-0.012184,-0.158600,-0.537300,2.962700,0.314000,0.000300,-0.012200,,,,,,,0
34,1787660013.0169,1787660013.0305,0.03712,-0.156466,-0.532291,2.922233,0.285320,0.006136,-0.010738,-0.161755,-0.529952,2.948489,0.310327,-0.008002,-0.011124,-0.161800,-0.530000,2.948500,0.310300,-0.008000,-0.011100,,,,,,,1
35,1787660013.0678,1787660013.0815,0.05089,-0.156466,-0.532291,2.922233,0.285320,0.001534,-0.010738,-0.158286,-0.538603,2.952303,0.310140,-0.019125,-0.009276,-0.158300,-0.538600,2.952300,0.310100,-0.019100,-0.009300,,,,,,,1
36,1787660013.1345,1787660013.1487,0.06676,-0.156466,-0.529223,2.922233,0.285320,0.000000,-0.010738,-0.161169,-0.533646,2.942825,0.315363,-0.021117,-0.011269,-0.161200,-0.533600,2.942800,0.315400,-0.021100,-0.011300,,,,,,,0
37,1787660013.1734,1787660013.1876,0.0389,-0.156466,-0.527689,2.922233,0.285320,-0.003068,-0.010738,-0.161213,-0.540713,2.947335,0.315504,-0.018001,-0.017493,-0.161200,-0.540700,2.947300,0.315500,-0.018000,-0.017500,,,,,,,0
38,1787660013.2301,1787660013.2447,0.05671,-0.156466,-0.527689,2.922233,0.285320,-0.013806,-0.010738,-0.159239,-0.531528,2.939982,0.317231,-0.022896,-0.014488,-0.159200,-0.531500,2.940000,0.317200,-0.022900,-0.014500,,,,,,,0
