step,t_obs,t_cmd,dt,pos_base,pos_shoulder,pos_elbow,pos_wrist,pos_roll,pos_gripper,cmd_base,cmd_shoulder,cmd_elbow,cmd_wrist,cmd_roll,cmd_gripper,sent_base,sent_shoulder,sent_elbow,sent_wrist,sent_roll,sent_gripper,velraw_base,velraw_shoulder,velraw_elbow,velraw_wrist,velraw_roll,velraw_gripper,chunk_start
0,1787907069.7723,1787907069.7862,0.05525,-0.061359,-0.466330,2.830195,0.447922,1.704253,-0.056757,-0.073256,-0.465868,2.822556,0.437578,1.285871,-0.035846,-0.073300,-0.465900,2.822600,0.437600,1.285900,-0.035800,,,,,,,1
1,1787907069.8276,1787907069.8411,0.05527,-0.061359,-0.466330,2.830195,0.447922,1.704253,-0.056757,-0.074497,-0.469860,2.820482,0.438507,1.282449,-0.036578,-0.074500,-0.469900,2.820500,0.438500,1.282400,-0.036600,,,,,,,1
2,1787907069.8674,1787907069.8822,0.03979,-0.061359,-0.466330,2.830195,0.447922,1.704253,-0.049087,-0.072531,-0.468258,2.823941,0.441329,1.290767,-0.036574,-0.072500,-0.468300,2.823900,0.441300,1.290800,-0.036600,,,,,,,0
3,1787907069.9238,1787907069.9372,0.05645,-0.062893,-0.466330,2.831729,0.440252,1.687379,-0.038350,-0.076140,-0.464099,2.816385,0.441157,1.289715,-0.034052,-0.076100,-0.464100,2.816400,0.441200,1.289700,-0.034100,,,,,,,0
4,1787907069.9794,1787907069.9942,0.05552,-0.065961,-0.467864,2.831729,0.440252,1.642893,-0.036816,-0.076348,-0.471564,2.813171,0.438304,1.282808,-0.034471,-0.076300,-0.471600,2.813200,0.438300,1.282800,-0.034500,,,,,,,0
5,1787907070.0187,1787907070.0329,0.03932,-0.065961,-0.467864,2.831729,0.440252,1.601476,-0.035282,-0.074009,-0.465119,2.813549,0.439382,1.288802,-0.036014,-0.074000,-0.465100,2.813500,0.439400,1.288800,-0.036000,,,,,,,0
6,1787907070.0751,1787907070.0902,0.05639,-0.065961,-0.467864,2.827127,0.440252,1.510971,-0.035282,-0.073498,-0.468574,2.813651,0.439742,1.286411,-0.034731,-0.073500,-0.468600,2.813700,0.439700,1.286400,-0.034700,,,,,,,0
7,1787907070.1138,1787907070.1282,0.03875,-0.065961,-0.467864,2.825593,0.438719,1.452680,-0.035282,-0.077419,-0.467108,2.811876,0.438380,1.282580,-0.035923,-0.077400,-0.467100,2.811900,0.438400,1.282600,-0.035900,,,,,,,0
8,1787907070.1736,1787907070.1892,0.05974,-0.065961,-0.467864,2.824059,0.435651,1.369845,-0.035282,-0.077925,-0.466420,2.809354,0.439249,1.294631,-0.034379,-0.077900,-0.466400,2.809400,0.439200,1.294600,-0.034400,,,,,,,0
9,1787907070.2287,1787907070.2442,0.05514,-0.065961,-0.467864,2.822525,0.434117,1.320757,-0.035282,-0.078182,-0.471047,2.812980,0.431098,1.278936,-0.032901,-0.078200,-0.471000,2.813000,0.431100,1.278900,-0.032900,,,,,,,0
