step,t_obs,t_cmd,dt,pos_base,pos_shoulder,pos_elbow,pos_wrist,pos_roll,pos_gripper,cmd_base,cmd_shoulder,cmd_elbow,cmd_wrist,cmd_roll,cmd_gripper,sent_base,sent_shoulder,sent_elbow,sent_wrist,sent_roll,sent_gripper,velraw_base,velraw_shoulder,velraw_elbow,velraw_wrist,velraw_roll,velraw_gripper,chunk_start
0,1787907274.4481,1787907274.4631,0.06424,-0.052155,-0.464796,2.834796,0.443320,1.699651,-0.052155,-0.062243,-0.471729,2.801474,0.439123,1.321765,-0.033290,-0.062200,-0.471700,2.801500,0.439100,1.321800,-0.033300,,,,,,,1
1,1787907274.4941,1787907274.508,0.04595,-0.052155,-0.464796,2.834796,0.443320,1.699651,-0.052155,-0.065892,-0.472155,2.803796,0.440719,1.314833,-0.034124,-0.065900,-0.472200,2.803800,0.440700,1.314800,-0.034100,,,,,,,1
2,1787907274.5498,1787907274.5651,0.05576,-0.052155,-0.466330,2.834796,0.443320,1.699651,-0.039884,-0.063629,-0.474422,2.802350,0.441568,1.315384,-0.032513,-0.063600,-0.474400,2.802300,0.441600,1.315400,-0.032500,,,,,,,0
3,1787907274.5874,1787907274.602,0.03761,-0.052155,-0.469398,2.825593,0.449456,1.691981,-0.036816,-0.065328,-0.480065,2.799466,0.440801,1.303960,-0.032502,-0.065300,-0.480100,2.799500,0.440800,1.304000,-0.032500,,,,,,,0
4,1787907274.6391,1787907274.6541,0.05162,-0.055223,-0.474000,2.814855,0.437185,1.650563,-0.036816,-0.065486,-0.479284,2.795213,0.440523,1.300685,-0.032483,-0.065500,-0.479300,2.795200,0.440500,1.300700,-0.032500,,,,,,,0
5,1787907274.7058,1787907274.72,0.06669,-0.056757,-0.475534,2.813321,0.444854,1.570796,-0.033748,-0.064320,-0.479679,2.807743,0.437607,1.297403,-0.030869,-0.064300,-0.479700,2.807700,0.437600,1.297400,-0.030900,,,,,,,0
6,1787907274.7427,1787907274.756,0.03697,-0.056757,-0.483204,2.810253,0.444854,1.515573,-0.033748,-0.064471,-0.480179,2.807042,0.443546,1.292483,-0.031612,-0.064500,-0.480200,2.807000,0.443500,1.292500,-0.031600,,,,,,,0
7,1787907274.7941,1787907274.81,0.05133,-0.056757,-0.477068,2.808719,0.444854,1.432738,-0.033748,-0.065321,-0.484095,2.814550,0.440051,1.281999,-0.031161,-0.065300,-0.484100,2.814500,0.440100,1.282000,-0.031200,,,,,,,0
8,1787907274.8606,1787907274.8751,0.06649,-0.056757,-0.483204,2.811787,0.441786,1.356039,-0.033748,-0.066330,-0.482592,2.816935,0.439943,1.274604,-0.033489,-0.066300,-0.482600,2.816900,0.439900,1.274600,-0.033500,,,,,,,0
9,1787907274.8976,1787907274.9111,0.03701,-0.056757,-0.480136,2.813321,0.441786,1.326893,-0.033748,-0.066326,-0.484925,2.819944,0.442083,1.259558,-0.032196,-0.066300,-0.484900,2.819900,0.442100,1.259600,-0.032200,,,,,,,0
