step,t_obs,t_cmd,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,cmd_shoulder_pan,cmd_shoulder_lift,cmd_elbow_flex,cmd_wrist_flex,cmd_wrist_roll,cmd_gripper,sent_shoulder_pan,sent_shoulder_lift,sent_elbow_flex,sent_wrist_flex,sent_wrist_roll,sent_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,chunk_start
0,1787057131.4837,1787057131.9228,2.02933,-1.2308,-96.6593,95.6484,75.9560,-89.8901,1.7857,-0.1458,-96.3665,89.5536,76.8875,-90.2193,1.1123,-0.1458,-96.3665,89.5536,76.8875,-90.2193,1.1123,0,0,0,0,0,0,1
1,1787057131.9239,1787057131.9294,0.44021,-1.2308,-96.6593,95.6484,75.9560,-89.8901,1.7857,-0.7483,-95.2522,86.8062,76.9397,-90.3525,1.0510,-0.7483,-95.2522,86.8062,76.9397,-90.3525,1.0510,0,0,0,0,0,0,1
2,1787057131.9575,1787057131.9634,0.03361,-1.2308,-96.6593,95.6484,76.0440,-89.8901,1.7857,-0.4430,-94.5602,85.2061,78.2086,-89.4174,0.8485,-0.4430,-94.5602,85.6484,78.2086,-89.4174,0.8485,0,0,0,0,0,0,0
3,1787057131.9909,1787057131.9959,0.0334,-1.2308,-96.5714,95.2088,76.4835,-89.9780,1.6534,-0.3242,-93.0986,83.0518,77.6337,-88.5445,0.9561,-0.3242,-93.0986,85.0330,77.6337,-88.5445,0.9561,0,100,-150,150,0,-50,0
4,1787057132.0243,1787057132.0296,0.03341,-1.1429,-95.6923,93.6264,77.1868,-89.8901,1.5212,0.1112,-92.0327,78.0664,78.2657,-87.1694,0.8905,0.1112,-92.0327,83.1868,78.2657,-87.1694,0.8905,0,250,-650,200,0,-50,0
5,1787057132.0578,1787057132.0631,0.03341,-0.7912,-94.7253,90.9890,77.3626,-89.3626,1.5212,0.0365,-89.0031,75.5431,79.7808,-85.8898,1.1388,0.0365,-89.0031,80.5495,79.7808,-85.8898,1.1388,100,300,-900,50,200,0,0
6,1787057132.0912,1787057132.0963,0.0334,-0.4396,-94.1099,88.7033,77.5385,-88.6593,1.5212,1.5658,-86.5817,70.1246,80.8594,-82.7625,0.8973,1.5658,-86.5817,78.4396,80.8594,-82.7625,0.8973,100,150,-750,100,250,0,0
7,1787057132.1245,1787057132.1298,0.03338,-0.1758,-92.8791,86.4176,78.5934,-87.5165,1.5212,2.3204,-83.0690,63.8201,82.7181,-82.0539,0.8414,2.3204,-83.0690,76.1538,82.7181,-82.0539,0.8414,100,300,-800,250,450,0,0
8,1787057132.1579,1787057132.1632,0.0334,0.0000,-90.9451,84.1319,79.5604,-86.3736,1.4550,3.9710,-78.8449,57.1437,86.1088,-78.6344,0.7303,3.9710,-80.5934,73.7802,86.1088,-78.6344,0.7303,100,650,-800,350,350,-50,0
9,1787057132.1914,1787057132.1967,0.03343,0.9670,-88.3956,81.8462,80.7033,-84.4396,1.4550,5.8458,-75.7554,52.1812,88.1441,-76.5945,0.6129,5.8458,-77.9560,71.4945,88.1441,-76.5945,0.6129,300,900,-750,350,550,0,0
10,1787057132.2247,1787057132.2297,0.03336,2.2857,-85.5824,79.6484,82.5495,-82.7692,1.4550,7.6518,-70.5698,45.5815,91.0538,-73.6381,0.7116,7.6518,-75.2308,69.2967,91.0538,-73.6381,0.7116,450,950,-800,550,500,0,0
11,1787057132.2581,1787057132.2629,0.03342,3.4286,-82.9451,77.2747,84.9231,-80.3077,1.4550,10.6831,-64.7877,39.1199,94.0662,-69.8495,0.5965,10.6831,-72.5934,66.9231,94.0662,-70.0440,0.5965,300,900,-750,750,850,0,0
12,1787057132.2915,1787057132.2967,0.0334,5.0989,-80.3077,74.9890,87.2088,-77.9341,1.4550,13.1106,-58.9591,32.1425,97.0454,-65.1754,0.6631,13.1106,-69.9560,64.6374,97.0454,-67.5824,0.6631,500,900,-800,800,800,0,0
13,1787057132.3249,1787057132.3298,0.03338,7.0330,-77.5824,72.7033,89.7582,-75.3846,1.4550,16.0435,-53.4124,25.1729,99.4154,-60.6216,0.5862,16.0435,-67.2308,62.3516,99.4154,-64.9451,0.5862,650,900,-800,900,800,0,0
14,1787057132.3583,1787057132.3631,0.0334,9.3187,-74.9451,70.3297,92.4835,-72.5714,1.4550,18.9646,-46.8743,18.5402,100.9540,-55.9260,0.6429,18.9646,-64.6813,60.0659,100.9540,-62.1319,0.6429,800,900,-750,900,1000,0,0
15,1787057132.3917,1787057132.3963,0.03344,11.6923,-72.3956,68.0440,95.1209,-69.7582,1.4550,23.0500,-41.7646,11.7060,103.5085,-49.4190,0.6048,22.0440,-61.9560,57.6923,103.5085,-59.4945,0.6048,750,900,-800,900,950,0,0
16,1787057132.4251,1787057132.4296,0.03335,14.3297,-69.6703,65.6703,97.4945,-67.1209,1.4550,27.2191,-35.6594,6.1198,105.7550,-43.8550,0.6137,24.6813,-59.2308,55.4066,105.7550,-56.7692,0.6137,900,900,-750,800,900,0,0
