step,t_obs,t_cmd,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,cmd_shoulder_pan,cmd_shoulder_lift,cmd_elbow_flex,cmd_wrist_flex,cmd_wrist_roll,cmd_gripper,sent_shoulder_pan,sent_shoulder_lift,sent_elbow_flex,sent_wrist_flex,sent_wrist_roll,sent_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,chunk_start
0,1786708867.8769,1786708868.168,1.84172,0.8791,-97.8901,96.7033,76.0440,-84.0000,2.5794,1.1232,-96.7642,97.7774,76.7920,-84.3276,1.8034,1.1232,-96.7642,97.7774,76.7920,-84.3276,1.8034,0,0,0,0,0,0,1
1,1786708868.1691,1786708868.1744,0.29223,0.8791,-97.8901,96.7033,76.0440,-84.0000,2.5794,0.9152,-97.3003,97.6551,77.0980,-84.3761,1.6633,0.9152,-97.3003,97.6551,77.0980,-84.3761,1.6633,0,0,0,0,0,0,1
2,1786708868.2025,1786708868.207,0.03338,0.8791,-97.8901,96.7033,76.0440,-84.0000,2.5132,0.6623,-97.3958,96.9841,76.9228,-84.4853,1.6123,0.6623,-97.3958,96.9841,76.9228,-84.4853,1.6123,0,0,0,0,0,0,0
3,1786708868.2359,1786708868.2401,0.03338,0.8791,-97.8901,96.7912,76.3956,-84.0879,2.2487,0.8271,-96.9515,98.5480,77.0924,-84.4400,1.6593,0.8271,-96.9515,98.5480,77.0924,-84.4400,1.6593,0,0,50,150,0,-150,0
4,1786708868.2693,1786708868.2736,0.03343,0.9670,-97.8901,96.7912,76.4835,-84.2637,2.1164,0.9253,-96.2589,96.6611,77.6412,-84.3136,1.6166,0.9253,-96.2589,96.6611,77.6412,-84.3136,1.6166,0,0,0,0,-150,-50,0
5,1786708868.3027,1786708868.3068,0.03334,0.9670,-97.6264,97.0549,76.6593,-84.2637,2.1164,0.7744,-95.8654,97.3609,77.3765,-84.3261,1.6676,0.7744,-95.8654,97.3609,77.3765,-84.3261,1.6676,0,100,100,50,0,0,0
6,1786708868.3361,1786708868.3403,0.03342,0.9670,-97.1868,97.1429,77.0110,-84.2637,2.1164,0.4364,-96.2397,97.9337,77.3467,-83.9121,1.8106,0.4364,-96.2397,97.9337,77.3467,-83.9121,1.8106,0,150,50,100,0,0,0
7,1786708868.3695,1786708868.3738,0.03337,0.9670,-96.8352,96.9670,77.0110,-84.2637,2.1164,1.0031,-96.4217,96.6854,77.9744,-84.5561,1.7036,1.0031,-96.4217,96.6854,77.9744,-84.5561,1.7036,0,100,-100,0,0,0,0
8,1786708868.4029,1786708868.407,0.0334,0.8791,-96.8352,97.0549,77.0989,-84.2637,2.1164,0.7121,-97.3034,97.0110,78.3424,-84.7013,1.6901,0.7121,-97.3034,97.0110,78.3424,-84.7013,1.6901,0,0,50,0,0,0,0
9,1786708868.4362,1786708868.4403,0.03335,0.8791,-96.8352,96.8791,77.2747,-84.2637,2.1164,0.7581,-97.1926,97.7558,77.9051,-84.4926,1.8336,0.7581,-97.1926,97.7558,77.9051,-84.4926,1.8336,0,0,0,50,0,0,0
10,1786708868.4696,1786708868.4738,0.03337,0.8791,-97.0110,96.7912,77.6264,-84.3516,2.1164,1.0162,-97.2486,97.2500,78.1774,-84.6717,1.6990,1.0162,-97.2486,97.2500,78.1774,-84.6717,1.6990,0,-50,-50,100,0,0,0
11,1786708868.503,1786708868.5073,0.0334,0.8791,-97.0989,96.9670,77.7143,-84.3516,2.1164,0.7655,-97.1812,98.1092,78.2216,-84.2798,1.8082,0.7655,-97.1812,98.1092,78.2216,-84.2798,1.8082,0,0,50,100,0,0,0
12,1786708868.5364,1786708868.5405,0.03337,0.8791,-97.0989,96.9670,77.7143,-84.3516,2.1164,0.7089,-96.4948,94.5039,78.6677,-83.4931,1.7750,0.7089,-96.4948,94.5039,78.6677,-83.4931,1.7750,0,0,50,0,0,0,0
13,1786708868.5698,1786708868.574,0.0334,0.8791,-97.0989,96.9670,77.7143,-84.3516,2.1164,2.8284,-91.5281,79.4697,82.4371,-78.3180,1.6903,2.8284,-91.5281,86.9670,82.4371,-78.3180,1.6903,0,0,0,0,0,0,0
14,1786708868.6032,1786708868.6076,0.03343,0.8791,-97.0110,96.7912,77.8901,-84.0879,2.1164,5.5818,-85.9402,70.7984,85.5484,-75.0407,1.7020,5.5818,-87.0110,86.7912,85.5484,-75.0407,1.7020,0,50,-50,0,50,0,0
15,1786708868.6366,1786708868.6411,0.03337,1.2308,-96.6593,95.3846,78.5055,-83.1209,2.1164,5.7455,-84.0511,69.6206,85.1093,-73.3696,1.7436,5.7455,-86.4835,85.0330,85.1093,-73.3696,1.7436,200,0,-600,200,300,0,0
16,1786708868.67,1786708868.6744,0.03341,2.9011,-94.6374,92.8352,80.3516,-80.5714,2.1164,6.2345,-85.7841,70.9034,84.3011,-74.2406,1.8699,6.2345,-85.7841,82.4835,84.3011,-74.2406,1.8699,500,650,-750,550,1000,0,0
17,1786708868.7033,1786708868.7078,0.03337,4.4835,-91.8242,90.1099,81.6703,-77.8462,2.1164,6.9917,-84.5324,69.6219,83.4924,-75.8215,1.9270,6.9917,-84.5324,79.6703,83.4924,-75.8215,1.9270,500,900,-950,550,950,0,0
18,1786708868.7367,1786708868.7411,0.03338,4.5714,-89.7143,87.8242,82.1099,-76.0879,2.1164,10.1662,-82.8426,64.0328,85.1319,-72.9665,1.7726,10.1662,-82.8426,77.4725,85.1319,-72.9665,1.7726,0,650,-700,150,650,0,0
19,1786708868.7701,1786708868.7746,0.03342,5.4505,-87.7802,85.4505,82.7253,-75.9121,2.1164,12.7375,-79.0643,60.5966,84.6485,-69.9865,1.8711,12.7375,-79.0643,75.0989,84.6485,-69.9865,1.8711,250,650,-800,250,-50,0,0
20,1786708868.8035,1786708868.808,0.03335,6.7692,-86.1099,83.1648,83.3407,-76.3516,2.1164,14.2663,-74.3176,55.8519,85.9144,-67.1958,1.8300,14.2663,-75.9341,72.9011,85.9144,-67.1958,1.8300,500,550,-800,300,-200,0,0
21,1786708868.8369,1786708868.8413,0.0334,8.9670,-84.0000,80.7912,84.0440,-75.1209,2.1164,15.7278,-67.3813,50.9679,85.2346,-62.8581,1.7614,15.7278,-73.6484,70.5275,85.2346,-64.9451,1.7614,750,800,-750,300,450,0,0
22,1786708868.8703,1786708868.8748,0.03342,11.4286,-81.1868,78.4176,84.2198,-72.9231,2.1164,15.9219,-61.3760,47.2478,85.7827,-56.9857,1.7106,15.9219,-70.8352,68.0659,85.7827,-62.5714,1.7106,850,900,-850,50,900,0,0
23,1786708868.9037,1786708868.908,0.03336,13.0110,-78.3736,76.1319,84.6593,-69.9341,2.1164,15.3381,-57.7838,44.4358,86.2988,-57.1350,1.7205,15.3381,-68.0220,65.8681,86.2988,-59.5824,1.7205,550,950,-800,100,1000,0,0
24,1786708868.937,1786708868.9414,0.03338,13.8901,-75.5604,73.7582,84.9231,-67.2967,2.1164,12.9792,-64.3969,52.7822,83.4431,-62.4984,1.7281,12.9792,-65.1209,63.4066,83.4431,-62.4984,1.7281,300,1000,-850,0,900,0,0
25,1786708868.9705,1786708868.9749,0.03341,14.3297,-72.8352,71.3846,85.4505,-64.6593,2.1164,11.2311,-69.9951,60.5631,79.8240,-69.0027,1.6917,11.2311,-69.9951,61.2088,79.8240,-69.0027,1.6917,250,850,-800,200,900,0,0
26,1786708869.0038,1786708869.0083,0.03338,13.8901,-70.0220,69.0989,85.0989,-62.7253,2.1164,6.5380,-88.4972,79.2297,79.1811,-77.3549,1.6419,6.5380,-79.7582,78.7473,79.1811,-72.5495,1.6419,-150,1000,-800,-150,750,0,0
27,1786708869.0372,1786708869.0417,0.03337,12.7473,-68.1758,66.8132,83.3407,-62.6374,2.1164,5.0043,-91.0525,85.4964,78.2703,-78.6310,1.5645,5.0043,-78.0000,76.5495,78.2703,-72.8132,1.5645,-400,600,-750,-550,100,0,0
28,1786708869.0706,1786708869.075,0.03337,10.9890,-67.9121,65.6703,81.0549,-64.4835,2.1164,4.6650,-91.9137,88.2557,77.8544,-79.3190,1.5784,4.6650,-78.0000,75.6703,77.8544,-74.8352,1.5784,-550,250,-550,-800,-650,0,0
29,1786708869.104,1786708869.1084,0.0334,8.5275,-69.8462,65.7582,80.3516,-67.3846,2.1164,4.6667,-92.5158,89.2593,77.6280,-79.2172,1.6621,4.6667,-80.1978,76.0220,77.6280,-77.6484,1.6621,-800,-550,0,-150,-1000,0,0
30,1786708869.1374,1786708869.1418,0.03337,6.6813,-73.0989,67.8681,79.2967,-70.1099,2.1164,4.1298,-93.2725,91.0884,77.3598,-80.0089,1.6043,4.1298,-83.5385,78.2198,77.3598,-80.0089,1.6043,-550,-1200,750,-350,-950,0,0
31,1786708869.1707,1786708869.1751,0.03338,6.1538,-75.8242,71.2088,78.8571,-72.8352,2.1164,4.3878,-93.3093,90.8194,77.7514,-79.6335,1.4671,4.3878,-86.2637,81.7363,77.7514,-79.6335,1.4671,-100,-850,1100,-150,-1000,0,0
32,1786708869.2042,1786708869.2092,0.03342,5.8901,-78.5495,74.3736,78.4176,-75.7363,2.1164,4.1521,-92.4247,89.8785,77.8089,-79.7458,1.5018,4.1521,-88.9011,84.7253,77.8089,-79.7458,1.5018,-50,-900,1050,-200,-950,0,0
33,1786708869.2375,1786708869.2422,0.03338,4.9231,-81.1868,77.2747,78.4176,-77.1429,2.0503,4.2575,-92.9412,89.6659,77.7827,-79.8984,1.4858,4.2575,-91.5385,87.7143,77.7827,-79.8984,1.4858,-400,-900,1050,0,-600,0,0
34,1786708869.271,1786708869.2757,0.03345,4.7473,-84.0879,80.4396,78.4176,-77.8462,2.0503,3.1102,-94.0052,91.6690,77.9827,-80.8578,1.4879,3.1102,-94.0052,90.9670,77.9827,-80.8578,1.4879,0,-950,1050,0,-250,0,0
35,1786708869.3044,1786708869.309,0.03339,5.0989,-87.1648,83.6044,78.4176,-78.8132,2.0503,3.8280,-94.4289,92.1896,77.7450,-80.9174,1.6793,3.8280,-94.4289,92.1896,77.7450,-80.9174,1.6793,200,-1050,1000,0,-300,0,0
