step,t_obs,t_cmd,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,cmd_shoulder_pan,cmd_shoulder_lift,cmd_elbow_flex,cmd_wrist_flex,cmd_wrist_roll,cmd_gripper,sent_shoulder_pan,sent_shoulder_lift,sent_elbow_flex,sent_wrist_flex,sent_wrist_roll,sent_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,chunk_start
21,1787056928.5433,1787056928.5483,0.0334,21.8022,-57.5385,54.8571,92.8352,-60.2637,1.5212,30.6596,-37.4142,23.2492,89.9868,-38.6114,0.7892,30.6596,-47.0989,44.5055,89.9868,-49.9121,0.7892,650,900,-700,0,950,0,0
22,1787056928.5767,1787056928.5814,0.03337,23.9121,-54.7253,52.5714,92.3077,-57.6264,1.5212,33.2070,-34.3631,22.2314,89.8124,-34.2896,0.7689,33.2070,-44.3736,42.2198,89.8124,-47.1868,0.7689,700,900,-750,-200,950,0,0
23,1787056928.6101,1787056928.6148,0.03339,26.3736,-52.0879,50.1099,91.1648,-54.7253,1.5212,35.2408,-30.7509,19.5817,88.3284,-30.6119,1.0152,35.2408,-41.7363,39.8462,88.3284,-44.4615,1.0152,850,900,-850,-400,950,0,0
24,1787056928.6435,1787056928.6483,0.03335,28.9231,-49.3626,47.8242,90.7253,-52.0000,1.5212,36.7791,-26.8974,19.3001,86.8097,-26.6933,1.1232,36.7791,-39.0110,37.4725,86.8097,-41.6484,1.1232,800,900,-800,-200,950,0,0
25,1787056928.6769,1787056928.6816,0.03341,31.2088,-46.5495,45.4505,89.9341,-49.3626,1.5212,39.0584,-25.0859,18.8884,86.0559,-22.3517,0.9319,39.0584,-36.1978,35.1868,86.0559,-38.9231,0.9319,850,950,-750,-300,900,0,0
26,1787056928.7103,1787056928.7151,0.03343,33.4066,-43.5604,43.2527,88.3516,-46.5495,1.5212,39.1989,-20.6394,16.6521,84.3503,-18.6528,1.0528,39.1989,-33.2088,32.9890,84.3503,-36.1978,1.0528,700,1050,-750,-550,950,0,0
27,1787056928.7436,1787056928.7487,0.03331,35.4286,-40.7473,40.9670,87.5604,-43.7363,1.5212,40.2477,-17.9079,15.5134,84.1324,-15.9150,1.1326,40.2477,-30.3956,30.6154,84.1324,-33.3846,1.1326,650,950,-800,-250,950,0,0
28,1787056928.7771,1787056928.7827,0.03347,36.9231,-37.8462,38.5934,86.5055,-41.0989,1.5212,40.4962,-15.7205,15.2989,83.5848,-12.2928,1.2163,40.4962,-27.4066,28.2418,83.5848,-30.6593,1.2163,550,950,-850,-400,950,0,0
29,1787056928.8105,1787056928.8153,0.03338,38.1538,-34.8571,36.3077,85.5385,-38.2857,1.5212,41.5145,-13.6500,14.0764,82.1001,-10.3155,1.4746,41.5145,-24.4176,25.9560,82.1001,-27.9341,1.4746,450,950,-750,-300,950,0,0
30,1787056928.8438,1787056928.8487,0.03334,39.0330,-31.8681,34.0220,84.8352,-35.5604,1.5212,42.3937,-11.3023,16.3249,81.3834,-9.4263,1.3633,42.3937,-21.4286,23.6703,81.3834,-25.2088,1.3633,250,1000,-800,-200,900,0,0
31,1787056928.8772,1787056928.882,0.03339,39.8242,-28.8791,31.7363,83.8681,-32.8352,1.5212,42.3135,-10.6603,15.2188,80.7985,-9.5928,1.4847,42.3135,-18.4396,21.3846,80.7985,-22.4835,1.4847,300,1000,-800,-350,950,0,0
