step,t_obs,t_cmd,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,cmd_shoulder_pan,cmd_shoulder_lift,cmd_elbow_flex,cmd_wrist_flex,cmd_wrist_roll,cmd_gripper,sent_shoulder_pan,sent_shoulder_lift,sent_elbow_flex,sent_wrist_flex,sent_wrist_roll,sent_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,chunk_start
73,1787057994.2481,1787057994.253,0.03346,0.3516,-99.0330,97.3187,77.4505,-88.3077,2.3148,0.5557,-99.5216,100.0440,77.6281,-88.1798,2.0002,0.5557,-99.5216,100.0440,77.6281,-88.1798,2.0002,0,0,0,0,0,0,0
74,1787057994.2815,1787057994.2861,0.03336,0.3516,-99.0330,97.3187,77.4505,-88.3077,2.3148,0.6206,-99.2993,100.1565,77.5794,-88.1295,2.0191,0.6206,-99.2993,100.1565,77.5794,-88.1295,2.0191,0,0,0,0,0,0,0
75,1787057994.3149,1787057994.3195,0.03342,0.3516,-99.1209,97.3187,77.4505,-88.3077,2.3148,0.4392,-99.3781,100.1863,77.5998,-88.1633,1.9959,0.4392,-99.3781,100.1863,77.5998,-88.1633,1.9959,0,-50,0,0,0,0,0
76,1787057994.3484,1787057994.3531,0.03344,0.3516,-99.1209,97.3187,77.4505,-88.3077,2.3148,0.4293,-99.3769,100.3858,77.6925,-88.1333,2.0315,0.4293,-99.3769,100.3858,77.6925,-88.1333,2.0315,0,0,0,0,0,0,0
77,1787057994.3817,1787057994.3863,0.03332,0.3516,-99.1209,97.3187,77.4505,-88.3077,2.3148,0.5113,-99.5405,100.3357,77.5938,-88.2727,2.0345,0.5113,-99.5405,100.3357,77.5938,-88.2727,2.0345,0,0,0,0,0,0,0
78,1787057994.4151,1787057994.4194,0.03344,0.3516,-99.1209,97.3187,77.4505,-88.3077,2.3148,0.4162,-99.3197,100.1046,77.5290,-87.9986,2.0273,0.4162,-99.3197,100.1046,77.5290,-87.9986,2.0273,0,0,0,0,0,0,0
79,1787057994.4485,1787057994.4528,0.03341,0.3516,-99.1209,97.3187,77.4505,-88.3077,2.3148,0.4621,-99.4854,100.1024,77.4735,-88.0619,1.9884,0.4621,-99.4854,100.1024,77.4735,-88.0619,1.9884,0,0,0,0,0,0,0
80,1787057994.4819,1787057994.4861,0.03332,0.3516,-99.1209,97.3187,77.4505,-88.3077,2.3148,0.2720,-99.5267,100.0016,77.4537,-87.8599,2.0191,0.2720,-99.5267,100.0016,77.4537,-87.8599,2.0191,0,0,0,0,0,0,0
81,1787057994.5153,1787057994.5195,0.03342,0.3516,-99.1209,97.3187,77.4505,-88.3077,2.3148,0.3150,-99.5546,100.0093,77.4960,-87.8763,2.0217,0.3150,-99.5546,100.0093,77.4960,-87.8763,2.0217,0,0,0,0,0,0,0
82,1787057994.5486,1787057994.5529,0.03336,0.3516,-99.1209,97.3187,77.4505,-88.2198,2.3148,0.2164,-99.4726,100.0414,77.5641,-87.7258,2.0154,0.2164,-99.4726,100.0414,77.5641,-87.7258,2.0154,0,0,0,0,50,0,0
83,1787057994.582,1787057994.5862,0.0334,0.3516,-99.1209,97.3187,77.4505,-88.2198,2.3148,0.1872,-99.4000,100.2992,77.5056,-87.8663,2.0583,0.1872,-99.4000,100.2992,77.5056,-87.8663,2.0583,0,0,0,0,0,0,0
84,1787057994.6155,1787057994.6197,0.03345,0.3516,-99.1209,97.3187,77.4505,-88.2198,2.3148,0.2001,-99.6620,99.8744,77.5933,-87.5660,1.9505,0.2001,-99.6620,99.8744,77.5933,-87.5660,1.9505,0,0,0,0,0,0,0
85,1787057994.6488,1787057994.6531,0.03331,0.3516,-99.1209,97.3187,77.4505,-88.2198,2.3148,0.2596,-99.6991,99.9160,77.5723,-87.5686,2.0205,0.2596,-99.6991,99.9160,77.5723,-87.5686,2.0205,0,0,0,0,0,0,0
86,1787057994.6822,1787057994.6864,0.0334,0.3516,-99.1209,97.3187,77.4505,-88.2198,2.3148,0.2218,-99.7347,99.5815,77.6051,-87.3336,2.0167,0.2218,-99.7347,99.5815,77.6051,-87.3336,2.0167,0,0,0,0,0,0,0
87,1787057994.7156,1787057994.7198,0.0334,0.3516,-99.1209,97.3187,77.4505,-88.0440,2.3148,0.1534,-99.7708,99.8947,77.4502,-87.7788,1.9991,0.1534,-99.7708,99.8947,77.4502,-87.7788,1.9991,0,0,0,0,50,0,0
88,1787057994.749,1787057994.7531,0.03338,0.3516,-99.1209,97.3187,77.4505,-87.9560,2.3148,0.2466,-100.0200,99.7089,77.5578,-87.1647,1.9720,0.2466,-100.0200,99.7089,77.5578,-87.1647,1.9720,0,0,0,0,50,0,0
89,1787057994.7824,1787057994.7865,0.0334,0.3516,-99.1209,97.3187,77.4505,-87.9560,2.3148,0.2399,-99.7079,99.3406,77.6289,-87.4269,1.9733,0.2399,-99.7079,99.3406,77.6289,-87.4269,1.9733,0,0,0,0,0,0,0
90,1787057994.8158,1787057994.8199,0.03339,0.3516,-99.2967,97.3187,77.4505,-87.7802,2.3148,0.2608,-99.7166,99.0929,77.7264,-87.2207,1.9587,0.2608,-99.7166,99.0929,77.7264,-87.2207,1.9587,0,-100,0,0,50,0,0
91,1787057994.8492,1787057994.8533,0.03338,0.3516,-99.2967,97.3187,77.4505,-87.6923,2.3148,0.2618,-99.8451,98.6645,77.5952,-87.1042,1.9694,0.2618,-99.8451,98.6645,77.5952,-87.1042,1.9694,0,0,0,0,50,0,0
92,1787057994.8825,1787057994.8867,0.03339,0.3516,-99.2967,97.3187,77.4505,-87.6923,2.3148,0.1251,-99.5000,97.8364,77.6255,-87.1815,1.9060,0.1251,-99.5000,97.8364,77.6255,-87.1815,1.9060,0,0,0,0,0,0,0
93,1787057994.9159,1787057994.9201,0.03339,0.3516,-99.2967,97.3187,77.4505,-87.6923,2.3148,0.1586,-99.2634,96.9698,77.7978,-87.1303,1.8473,0.1586,-99.2634,96.9698,77.7978,-87.1303,1.8473,0,0,0,0,0,0,0
94,1787057994.9493,1787057994.9534,0.03338,0.3516,-99.2967,97.2308,77.4505,-87.6923,2.3148,0.2580,-98.6669,95.1304,77.7850,-86.9448,1.8945,0.2580,-98.6669,95.1304,77.7850,-86.9448,1.8945,0,0,0,0,0,0,0
