phase,t,q_base,q_shoulder,q_elbow,q_wrist,q_roll,q_gripper,tau_base,tau_shoulder,tau_elbow,tau_wrist,tau_roll,tau_gripper
ramp,7.820008249836974e-07,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,-0.047553404410206834,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.03037536500050919,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,-0.046019423410206706,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.06889889400008542,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,0.09050486658979295,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.10985706800056505,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,0.28378644558979316,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.14846823800053244,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,0.6366020265897929,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.18973623600049905,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,0.9817477045897931,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.2282675480000762,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.257864245589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.2618348790001619,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.414330286589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.28739421700083767,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.543184672589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.32599515700076154,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.36685862800004543,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.4056664000008823,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.4467972740003461,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.48533567000049516,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.5267278480005189,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.565349948000403,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.5988315610002246,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.62427709900021,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.6628240500003812,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.7038498310002979,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.7424075310000262,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.7837445370005298,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.8222832140008904,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.856193699000869,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.8812772180008324,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.919828136000433,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.9608256640003674,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,0.9993733570008771,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,1.0408009890006724,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,1.079364030000761,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,1.1207763450001949,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,1.1593691000007311,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,1.2007259320007506,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,1.2393934360006824,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,1.2728498230007972,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,1.298266207000779,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,1.3368103630000405,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,1.3703995450005095,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,1.3962986510005067,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,1.4348372770000424,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
ramp,1.4757314240005144,-0.095106809,0.385029178,2.072408044,0.360485485,0.050621366,1.586136134589793,0.0,72.0,0.0,0.0,32.0,nan
