phase,t,q_base,q_shoulder,q_elbow,q_wrist,q_roll,q_gripper,tau_base,tau_shoulder,tau_elbow,tau_wrist,tau_roll,tau_gripper
ramp,5.809997674077749e-07,-0.107378655,0.317534023,1.185767149,0.342077716,0.023009712,-0.013805827410207083,0.0,72.0,128.0,24.0,0.0,nan
ramp,0.03149939600007201,-0.107378655,0.317534023,1.185767149,0.342077716,0.023009712,-0.013805827410207083,0.0,72.0,92.0,24.0,0.0,nan
ramp,0.07013239899970358,-0.107378655,0.317534023,1.18730113,0.342077716,0.023009712,-0.013805827410207083,0.0,72.0,-40.0,24.0,0.0,nan
ramp,0.10365551899940328,-0.107378655,0.317534023,1.193437053,0.342077716,0.023009712,-0.013805827410207083,0.0,72.0,-108.0,24.0,0.0,nan
ramp,0.12931541799935076,-0.107378655,0.317534023,1.216446765,0.342077716,0.023009712,-0.013805827410207083,0.0,72.0,-152.0,24.0,0.0,nan
ramp,0.16785514999992301,-0.107378655,0.317534023,1.260932208,0.342077716,0.023009712,-0.013805827410207083,0.0,72.0,-216.0,24.0,0.0,nan
ramp,0.20876604499972018,-0.107378655,0.317534023,1.308485612,0.342077716,0.023009712,-0.013805827410207083,0.0,72.0,-252.0,24.0,0.0,nan
ramp,0.24730958300006023,-0.107378655,0.317534023,1.383650671,0.342077716,0.023009712,-0.013805827410207083,0.0,72.0,-316.0,24.0,0.0,nan
ramp,0.2889184519999617,-0.107378655,0.317534023,1.454213787,0.342077716,0.023009712,-0.013805827410207083,0.0,72.0,-344.0,24.0,0.0,nan
ramp,0.32751308400020207,-0.107378655,0.317534023,1.550854577,0.342077716,0.023009712,-0.013805827410207083,0.0,72.0,-444.0,24.0,0.0,nan
ramp,0.3688412969995625,-0.107378655,0.317534023,1.638291481,0.342077716,0.023009712,-0.013805827410207083,0.0,72.0,-496.0,24.0,0.0,nan
ramp,0.4074212730001818,-0.107378655,0.317534023,1.77174781,0.342077716,0.023009712,-0.013805827410207083,0.0,72.0,-548.0,24.0,0.0,nan
ramp,0.4487332950002383,-0.107378655,0.317534023,1.882194427,0.342077716,0.023009712,-0.013805827410207083,0.0,72.0,-604.0,24.0,0.0,nan
ramp,0.4873461520001001,-0.107378655,0.317534023,2.035592506,0.340543735,0.023009712,-0.013805827410207083,0.0,72.0,-648.0,0.0,0.0,nan
ramp,0.5288522020000528,-0.107378655,0.317534023,2.16137893,0.340543735,0.023009712,-0.013805827410207083,0.0,72.0,-592.0,0.0,0.0,nan
ramp,0.5674098569998023,-0.107378655,0.317534023,2.314777009,0.340543735,0.023009712,-0.013805827410207083,0.0,72.0,-528.0,0.0,0.0,nan
ramp,0.6090062530001887,-0.107378655,0.317534023,2.420621683,0.337475773,0.023009712,-0.013805827410207083,0.0,72.0,-464.0,-20.0,0.0,nan
ramp,0.6476177159993313,-0.107378655,0.316000042,2.544874127,0.334407812,0.023009712,-0.013805827410207083,0.0,60.0,-420.0,-36.0,0.0,nan
ramp,0.6888615849993585,-0.107378655,0.316000042,2.626175109,0.332873831,0.023009712,-0.013805827410207083,0.0,64.0,-388.0,-44.0,0.0,nan
ramp,0.724939046000145,-0.107378655,0.316000042,2.682932398,0.332873831,0.016873789,-0.018407769410206942,0.0,64.0,-372.0,-40.0,48.0,nan
ramp,0.7512287059998926,-0.107378655,0.312932081,2.721281918,0.326737908,0.01994175,-0.012271846410206955,0.0,40.0,-504.0,-88.0,20.0,nan
ramp,0.7872663139996803,-0.107378655,0.312932081,2.750427553,0.322135965,0.01994175,-0.012271846410206955,0.0,48.0,-548.0,-104.0,40.0,nan
ramp,0.813396298999578,-0.107378655,0.312932081,2.770369303,0.319068004,0.01994175,-0.012271846410206955,0.0,48.0,-680.0,-116.0,32.0,nan
ramp,0.8519407409994528,-0.107378655,0.309864119,2.78417513,0.317534023,0.01994175,-0.012271846410206955,0.0,24.0,-816.0,-120.0,32.0,nan
