phase,t,q_base,q_shoulder,q_elbow,q_wrist,q_roll,q_gripper,tau_base,tau_shoulder,tau_elbow,tau_wrist,tau_roll,tau_gripper
ramp,3.8100006349850446e-07,-0.107378655,0.288388388,1.455747768,0.335941793,0.023009712,-0.012271846410206955,0.0,72.0,104.0,24.0,0.0,nan
ramp,0.0367302650001875,-0.107378655,0.288388388,1.455747768,0.335941793,0.023009712,-0.012271846410206955,0.0,72.0,56.0,24.0,0.0,nan
ramp,0.06984261599973252,-0.107378655,0.288388388,1.455747768,0.335941793,0.023009712,-0.012271846410206955,0.0,72.0,-52.0,24.0,0.0,nan
ramp,0.1071537879997777,-0.107378655,0.288388388,1.464951652,0.335941793,0.023009712,-0.012271846410206955,0.0,72.0,-116.0,24.0,0.0,nan
ramp,0.13329686099950777,-0.107378655,0.288388388,1.489495345,0.335941793,0.023009712,-0.012271846410206955,0.0,72.0,-156.0,24.0,0.0,nan
ramp,0.17185212099957425,-0.107378655,0.288388388,1.533980788,0.335941793,0.023009712,-0.012271846410206955,0.0,72.0,-228.0,24.0,0.0,nan
ramp,0.21258905600006983,-0.107378655,0.288388388,1.583068173,0.335941793,0.023009712,-0.012271846410206955,0.0,72.0,-240.0,24.0,0.0,nan
ramp,0.24570815799961565,-0.107378655,0.288388388,1.63522352,0.335941793,0.023009712,-0.012271846410206955,0.0,72.0,-236.0,24.0,0.0,nan
ramp,0.28416677199948026,-0.107378655,0.288388388,1.678174982,0.335941793,0.023009712,-0.012271846410206955,0.0,72.0,-240.0,24.0,0.0,nan
ramp,0.31026543299958576,-0.107378655,0.288388388,1.73339829,0.335941793,0.023009712,-0.012271846410206955,0.0,72.0,-224.0,24.0,0.0,nan
ramp,0.3433807979999983,-0.107378655,0.288388388,1.785553637,0.335941793,0.021475731,-0.012271846410206955,0.0,72.0,-240.0,24.0,28.0,nan
ramp,0.3820758769998065,-0.107378655,0.288388388,1.825437138,0.335941793,0.021475731,-0.012271846410206955,0.0,72.0,-264.0,24.0,24.0,nan
ramp,0.4072437559998434,-0.107378655,0.288388388,1.880660446,0.335941793,0.021475731,-0.012271846410206955,0.0,72.0,-248.0,24.0,24.0,nan
ramp,0.44581875299991225,-0.107378655,0.288388388,1.949689581,0.335941793,0.021475731,-0.012271846410206955,0.0,72.0,-252.0,24.0,24.0,nan
ramp,0.4868463820002944,-0.107378655,0.288388388,2.000310947,0.335941793,0.021475731,-0.012271846410206955,0.0,72.0,-268.0,24.0,24.0,nan
ramp,0.5253952709999794,-0.107378655,0.288388388,2.072408044,0.335941793,0.021475731,-0.012271846410206955,0.0,72.0,-256.0,24.0,24.0,nan
ramp,0.5667562420003378,-0.107378655,0.288388388,2.124563391,0.335941793,0.021475731,-0.012271846410206955,0.0,72.0,-264.0,24.0,24.0,nan
ramp,0.6053500349999013,-0.107378655,0.288388388,2.193592527,0.334407812,0.021475731,-0.012271846410206955,0.0,72.0,-260.0,0.0,24.0,nan
ramp,0.6468155390002721,-0.107378655,0.288388388,2.245747873,0.334407812,0.021475731,-0.012271846410206955,0.0,72.0,-272.0,0.0,24.0,nan
ramp,0.6853627869995762,-0.107378655,0.288388388,2.299437201,0.33133985,0.021475731,-0.012271846410206955,0.0,72.0,-284.0,0.0,24.0,nan
ramp,0.718832583999756,-0.107378655,0.288388388,2.343922644,0.326737908,0.021475731,-0.012271846410206955,0.0,72.0,-256.0,-44.0,24.0,nan
ramp,0.7443933969998398,-0.107378655,0.288388388,2.39454401,0.335941793,0.021475731,-0.012271846410206955,0.0,72.0,-284.0,36.0,24.0,nan
ramp,0.7830435129999387,-0.107378655,0.288388388,2.465107126,0.328271889,0.021475731,-0.012271846410206955,0.0,72.0,-268.0,-36.0,24.0,nan
ramp,0.8248861310003122,-0.107378655,0.288388388,2.515728492,0.328271889,0.021475731,-0.012271846410206955,0.0,72.0,-232.0,-36.0,24.0,nan
ramp,0.8636712759998773,-0.107378655,0.288388388,2.56941782,0.33133985,0.021475731,-0.012271846410206955,0.0,72.0,-164.0,0.0,24.0,nan
ramp,0.9047312659995441,-0.107378655,0.288388388,2.600097435,0.328271889,0.021475731,-0.012271846410206955,0.0,72.0,-116.0,-32.0,24.0,nan
ramp,0.9432803649997368,-0.107378655,0.288388388,2.626175109,0.328271889,0.021475731,-0.012271846410206955,0.0,72.0,-52.0,-32.0,24.0,nan
ramp,0.9847354710000218,-0.107378655,0.288388388,2.633845013,0.328271889,0.021475731,-0.012271846410206955,0.0,72.0,0.0,-32.0,24.0,nan
ramp,1.0232845720001933,-0.107378655,0.288388388,2.633845013,0.328271889,0.021475731,-0.012271846410206955,0.0,72.0,-24.0,-32.0,24.0,nan
ramp,1.0649073169997791,-0.107378655,0.288388388,2.62924307,0.328271889,0.021475731,-0.012271846410206955,0.0,72.0,-56.0,-32.0,24.0,nan
ramp,1.1034516179997809,-0.107378655,0.288388388,2.626175109,0.328271889,0.021475731,-0.012271846410206955,0.0,72.0,-68.0,-32.0,24.0,nan
ramp,1.1448797040002319,-0.107378655,0.288388388,2.633845013,0.326737908,0.021475731,-0.012271846410206955,0.0,72.0,20.0,-40.0,24.0,nan
ramp,1.1834186159994715,-0.107378655,0.288388388,2.650718801,0.326737908,0.021475731,-0.012271846410206955,0.0,72.0,100.0,-40.0,24.0,nan
ramp,1.224787483,-0.107378655,0.288388388,2.64765084,0.337475773,0.021475731,-0.012271846410206955,0.0,72.0,56.0,48.0,24.0,nan
ramp,1.2640450279996003,-0.107378655,0.286854407,2.630777051,0.326737908,0.021475731,-0.012271846410206955,0.0,64.0,-60.0,-44.0,24.0,nan
ramp,1.304740825999943,-0.107378655,0.286854407,2.626175109,0.328271889,0.021475731,-0.012271846410206955,0.0,64.0,-68.0,-32.0,24.0,nan
ramp,1.3432710019997103,-0.107378655,0.286854407,2.639980936,0.328271889,0.021475731,-0.012271846410206955,0.0,64.0,40.0,-28.0,24.0,nan
ramp,1.3848601640002016,-0.107378655,0.286854407,2.650718801,0.339009754,0.021475731,-0.012271846410206955,0.0,64.0,88.0,52.0,24.0,nan
ramp,1.423480395000297,-0.107378655,0.286854407,2.643048898,0.328271889,0.021475731,-0.012271846410206955,0.0,64.0,32.0,-48.0,24.0,nan
ramp,1.464737285999945,-0.107378655,0.286854407,2.624641128,0.329805869,0.021475731,-0.012271846410206955,0.0,64.0,-96.0,-20.0,24.0,nan
ramp,1.5033092579997174,-0.107378655,0.286854407,2.632311032,0.329805869,0.023009712,-0.012271846410206955,0.0,64.0,-20.0,-24.0,0.0,nan
ramp,1.5448863689998689,-0.107378655,0.286854407,2.650718801,0.332873831,0.023009712,-0.012271846410206955,0.0,64.0,108.0,0.0,0.0,nan
ramp,1.583486843999708,-0.107378655,0.286854407,2.644582878,0.334407812,0.021475731,-0.012271846410206955,0.0,64.0,40.0,-24.0,24.0,nan
ramp,1.6248622829998567,-0.107378655,0.286854407,2.624641128,0.326737908,0.021475731,-0.012271846410206955,0.0,64.0,-104.0,-44.0,24.0,nan
ramp,1.6634618859998227,-0.107378655,0.286854407,2.62924307,0.325203927,0.023009712,-0.012271846410206955,0.0,64.0,-40.0,-52.0,0.0,nan
ramp,1.7048675220003133,-0.107378655,0.286854407,2.650718801,0.328271889,0.023009712,-0.012271846410206955,0.0,64.0,112.0,-28.0,0.0,nan
ramp,1.7434404169998743,-0.107378655,0.286854407,2.64765084,0.33133985,0.021475731,-0.012271846410206955,0.0,64.0,60.0,20.0,24.0,nan
ramp,1.784731370999907,-0.107378655,0.286854407,2.626175109,0.326737908,0.021475731,-0.012271846410206955,0.0,64.0,-88.0,-52.0,24.0,nan
ramp,1.8232819949998884,-0.107378655,0.286854407,2.626175109,0.325203927,0.023009712,-0.012271846410206955,0.0,64.0,-64.0,-52.0,0.0,nan
ramp,1.8647449660002167,-0.107378655,0.286854407,2.650718801,0.328271889,0.023009712,-0.012271846410206955,0.0,64.0,112.0,-24.0,0.0,nan
ramp,1.9032961610000712,-0.107378655,0.286854407,2.649184821,0.33133985,0.021475731,-0.012271846410206955,0.0,64.0,68.0,40.0,24.0,nan
ramp,1.9448398209997322,-0.107378655,0.286854407,2.626175109,0.325203927,0.021475731,-0.012271846410206955,0.0,64.0,-92.0,-60.0,24.0,nan
ramp,1.9834424909995505,-0.107378655,0.286854407,2.624641128,0.326737908,0.023009712,-0.012271846410206955,0.0,64.0,-72.0,-44.0,0.0,nan
step,3.710001692525111e-07,-0.107378655,0.286854407,2.653786763,0.334407812,0.023009712,-0.012271846410206955,0.0,64.0,132.0,28.0,0.0,nan
step,0.01863989399953425,-0.107378655,0.286854407,2.64765084,0.329805869,0.023009712,-0.012271846410206955,0.0,56.0,52.0,-32.0,-24.0,nan
step,0.05746774999988702,-0.107378655,0.286854407,2.624641128,0.325203927,0.023009712,-0.012271846410206955,0.0,-20.0,-204.0,-52.0,0.0,nan
step,0.09202032099983626,-0.107378655,0.29299033,2.632311032,0.323669946,0.023009712,-0.012271846410206955,0.0,48.0,-208.0,-52.0,0.0,nan
step,0.11826396000014938,-0.107378655,0.294524311,2.670660552,0.328271889,0.023009712,-0.012271846410206955,0.0,60.0,-132.0,0.0,0.0,nan
step,0.1568094360000032,-0.107378655,0.29145635,2.689068321,0.326737908,0.023009712,-0.013805827410207083,0.0,40.0,-336.0,-20.0,0.0,nan
step,0.19780784399972617,-0.107378655,0.294524311,2.721281918,0.322135965,0.01994175,-0.012271846410206955,0.0,60.0,-268.0,-60.0,24.0,nan
step,0.23638010699960432,-0.107378655,0.294524311,2.736621726,0.320601985,0.01994175,-0.016873788410206814,0.0,56.0,-320.0,-64.0,24.0,nan
step,0.27771651599960023,-0.107378655,0.29299033,2.742757649,0.319068004,0.01994175,-0.013805827410207083,0.0,44.0,-312.0,-72.0,24.0,nan
step,0.3137515339994934,-0.107378655,0.29299033,2.742757649,0.319068004,0.01994175,-0.012271846410206955,0.0,48.0,-312.0,-72.0,24.0,nan
step,0.3402843859994391,-0.107378655,0.29299033,2.742757649,0.319068004,0.01994175,-0.018407769410206942,0.0,48.0,-312.0,-72.0,24.0,nan
step,0.3788295409995044,-0.107378655,0.29299033,2.742757649,0.319068004,0.01994175,-0.015339807410206685,0.0,48.0,-312.0,-72.0,24.0,nan
step,0.4209147669998856,-0.107378655,0.29299033,2.742757649,0.319068004,0.01994175,-0.018407769410206942,0.0,48.0,-312.0,-72.0,24.0,nan
step,0.45922683400021924,-0.107378655,0.29299033,2.742757649,0.319068004,0.01994175,-0.018407769410206942,0.0,48.0,-312.0,-72.0,24.0,nan
step,0.5009517669996058,-0.107378655,0.29299033,2.742757649,0.319068004,0.01994175,-0.016873788410206814,0.0,48.0,-312.0,-72.0,24.0,nan
step,0.5368240070001775,-0.107378655,0.29299033,2.742757649,0.319068004,0.01994175,-0.016873788410206814,0.0,48.0,-312.0,-72.0,24.0,nan
step,0.5632325799997489,-0.107378655,0.29299033,2.742757649,0.319068004,0.01994175,-0.018407769410206942,0.0,48.0,-312.0,-72.0,24.0,nan
step,0.5990308310001637,-0.107378655,0.29299033,2.742757649,0.319068004,0.01994175,-0.018407769410206942,0.0,48.0,-312.0,-72.0,24.0,nan
step,0.6263486759999068,-0.107378655,0.29299033,2.742757649,0.319068004,0.01994175,-0.018407769410206942,0.0,48.0,-312.0,-72.0,24.0,nan
step,0.6621352369993474,-0.107378655,0.29299033,2.742757649,0.319068004,0.01994175,-0.018407769410206942,0.0,48.0,-312.0,-72.0,24.0,nan
step,0.6891725659997974,-0.107378655,0.29299033,2.742757649,0.319068004,0.01994175,-0.018407769410206942,0.0,48.0,-312.0,-72.0,24.0,nan
step,0.7249808770002346,-0.107378655,0.29299033,2.742757649,0.319068004,0.01994175,-0.018407769410206942,0.0,48.0,-312.0,-72.0,24.0,nan
step,0.7523641719999432,-0.107378655,0.29299033,2.742757649,0.319068004,0.01994175,-0.018407769410206942,0.0,48.0,-312.0,-72.0,24.0,nan
step,0.7882885469998655,-0.107378655,0.29299033,2.742757649,0.319068004,0.01994175,-0.018407769410206942,0.0,48.0,-312.0,-72.0,24.0,nan
step,0.815262520000033,-0.107378655,0.29299033,2.742757649,0.319068004,0.01994175,-0.018407769410206942,0.0,48.0,-312.0,-72.0,24.0,nan
step,0.8510642310002368,-0.107378655,0.29299033,2.742757649,0.319068004,0.01994175,-0.018407769410206942,0.0,48.0,-312.0,-72.0,24.0,nan
