phase,t,q_base,q_shoulder,q_elbow,q_wrist,q_roll,q_gripper,tau_base,tau_shoulder,tau_elbow,tau_wrist,tau_roll,tau_gripper
ramp,6.310001481324434e-07,-0.107378655,0.308330138,0.872835068,0.339009754,0.023009712,-0.013805827410207083,0.0,80.0,120.0,32.0,0.0,nan
ramp,0.03207987600035267,-0.107378655,0.308330138,0.872835068,0.339009754,0.023009712,-0.013805827410207083,0.0,80.0,80.0,32.0,0.0,nan
ramp,0.07070315100008884,-0.107378655,0.308330138,0.874369049,0.339009754,0.023009712,-0.013805827410207083,0.0,80.0,-72.0,32.0,0.0,nan
ramp,0.1120912540000063,-0.107378655,0.308330138,0.891242838,0.339009754,0.023009712,-0.013805827410207083,0.0,80.0,-128.0,32.0,0.0,nan
ramp,0.15062482499979524,-0.107378655,0.306796158,0.929592357,0.339009754,0.023009712,-0.013805827410207083,0.0,72.0,-196.0,32.0,0.0,nan
ramp,0.19217978500000754,-0.107378655,0.306796158,0.971009839,0.339009754,0.023009712,-0.013805827410207083,0.0,72.0,-248.0,32.0,0.0,nan
ramp,0.2307634680000774,-0.107378655,0.306796158,1.040038974,0.339009754,0.023009712,-0.013805827410207083,0.0,72.0,-292.0,32.0,0.0,nan
ramp,0.2720402570002989,-0.107378655,0.308330138,1.102932186,0.339009754,0.023009712,-0.013805827410207083,0.0,80.0,-344.0,32.0,0.0,nan
ramp,0.31060153900034493,-0.107378655,0.308330138,1.202640938,0.339009754,0.023009712,-0.013805827410207083,0.0,80.0,-396.0,32.0,0.0,nan
ramp,0.3520474090000789,-0.107378655,0.308330138,1.287009881,0.339009754,0.023009712,-0.013805827410207083,0.0,80.0,-444.0,32.0,0.0,nan
ramp,0.3905736059996343,-0.107378655,0.308330138,1.406660382,0.339009754,0.023009712,-0.013805827410207083,0.0,80.0,-528.0,32.0,0.0,nan
ramp,0.4320240240003841,-0.107378655,0.308330138,1.515573018,0.339009754,0.023009712,-0.013805827410207083,0.0,80.0,-572.0,32.0,0.0,nan
ramp,0.47057103000042844,-0.107378655,0.308330138,1.665903136,0.339009754,0.023009712,-0.013805827410207083,0.0,80.0,-636.0,32.0,0.0,nan
ramp,0.5120807869998316,-0.107378655,0.308330138,1.794757522,0.337475773,0.023009712,-0.013805827410207083,0.0,80.0,-684.0,24.0,0.0,nan
ramp,0.5506613839997954,-0.107378655,0.308330138,1.971165312,0.337475773,0.023009712,-0.013805827410207083,0.0,80.0,-668.0,24.0,0.0,nan
ramp,0.5921313580001879,-0.107378655,0.308330138,2.104621641,0.337475773,0.023009712,-0.013805827410207083,0.0,80.0,-596.0,24.0,0.0,nan
ramp,0.6306910769999376,-0.107378655,0.308330138,2.261087681,0.337475773,0.023009712,-0.013805827410207083,0.0,80.0,-548.0,24.0,0.0,nan
ramp,0.67197479799961,-0.107378655,0.308330138,2.371534298,0.329805869,0.023009712,-0.013805827410207083,0.0,80.0,-496.0,-32.0,0.0,nan
ramp,0.7106370560004507,-0.107378655,0.306796158,2.501922665,0.329805869,0.023009712,-0.013805827410207083,0.0,72.0,-440.0,-40.0,0.0,nan
ramp,0.7520533529996101,-0.107378655,0.306796158,2.587825589,0.329805869,0.023009712,-0.013805827410207083,0.0,72.0,-420.0,-32.0,0.0,nan
ramp,0.7881165270000565,-0.107378655,0.306796158,2.652252782,0.329805869,0.023009712,-0.013805827410207083,0.0,72.0,-384.0,-32.0,0.0,nan
ramp,0.8146007679997638,-0.107378655,0.305262177,2.704408129,0.323669946,0.021475731,-0.018407769410206942,0.0,60.0,-436.0,-76.0,24.0,nan
ramp,0.8506606769997234,-0.107378655,0.303728196,2.741223668,0.319068004,0.01994175,-0.013805827410207083,0.0,52.0,-500.0,-96.0,32.0,nan
ramp,0.8775102099998549,-0.107378655,0.303728196,2.765767361,0.316000042,0.01994175,-0.012271846410206955,0.0,56.0,-632.0,-108.0,32.0,nan
ramp,0.9135653499997716,-0.107378655,0.300660234,2.779573188,0.314466062,0.01994175,-0.015339807410206685,0.0,36.0,-720.0,-116.0,32.0,nan
ramp,0.9397113490003903,-0.107378655,0.300660234,2.790311053,0.312932081,0.01994175,-0.012271846410206955,0.0,40.0,-812.0,-120.0,32.0,nan
ramp,0.9755936620003922,-0.107378655,0.300660234,2.791845034,0.312932081,0.01994175,-0.012271846410206955,0.0,40.0,-896.0,-120.0,32.0,nan
ramp,1.0015448820004167,-0.107378655,0.300660234,2.791845034,0.312932081,0.01994175,-0.012271846410206955,0.0,40.0,-948.0,-120.0,32.0,nan
ramp,1.0373441319998165,-0.107378655,0.300660234,2.791845034,0.312932081,0.01994175,-0.012271846410206955,0.0,40.0,-944.0,-120.0,32.0,nan
ramp,1.0644065959995714,-0.107378655,0.300660234,2.791845034,0.312932081,0.01994175,-0.012271846410206955,0.0,40.0,-936.0,-120.0,32.0,nan
ramp,1.1001841679999416,-0.107378655,0.300660234,2.791845034,0.312932081,0.01994175,-0.012271846410206955,0.0,40.0,-936.0,-120.0,32.0,nan
ramp,1.1264851220003038,-0.107378655,0.300660234,2.791845034,0.312932081,0.01994175,-0.012271846410206955,0.0,40.0,-936.0,-120.0,32.0,nan
ramp,1.162258133999785,-0.107378655,0.300660234,2.791845034,0.312932081,0.01994175,-0.012271846410206955,0.0,40.0,-936.0,-120.0,32.0,nan
ramp,1.1895507529998213,-0.107378655,0.300660234,2.791845034,0.312932081,0.01994175,-0.012271846410206955,0.0,40.0,-936.0,-120.0,32.0,nan
ramp,1.2253333119997478,-0.107378655,0.300660234,2.791845034,0.312932081,0.01994175,-0.012271846410206955,0.0,40.0,-936.0,-120.0,32.0,nan
ramp,1.251547255999867,-0.107378655,0.300660234,2.791845034,0.312932081,0.01994175,-0.012271846410206955,0.0,40.0,-936.0,-120.0,32.0,nan
ramp,1.2873644609999246,-0.107378655,0.300660234,2.791845034,0.312932081,0.01994175,-0.012271846410206955,0.0,40.0,-936.0,-120.0,32.0,nan
