phase,t,q_base,q_shoulder,q_elbow,q_wrist,q_roll,q_gripper,tau_base,tau_shoulder,tau_elbow,tau_wrist,tau_roll,tau_gripper
ramp,8.009992598090321e-07,-0.095106809,0.362019466,2.072408044,-1.247126381,0.030679616,-0.0230097114102068,0.0,88.0,32.0,56.0,24.0,nan
ramp,0.034837811999750556,-0.095106809,0.362019466,2.072408044,-1.247126381,0.030679616,-0.0230097114102068,0.0,88.0,32.0,-24.0,24.0,nan
ramp,0.07338119999985793,-0.095106809,0.362019466,2.072408044,-1.240990457,0.030679616,-0.0230097114102068,0.0,88.0,32.0,-120.0,24.0,nan
ramp,0.1154898629993113,-0.095106809,0.362019466,2.072408044,-1.221048707,0.030679616,-0.0230097114102068,0.0,88.0,32.0,-164.0,24.0,nan
ramp,0.1515765129997817,-0.095106809,0.362019466,2.072408044,-1.199572976,0.030679616,-0.0230097114102068,0.0,88.0,32.0,-208.0,24.0,nan
ramp,0.1778225640000528,-0.095106809,0.362019466,2.072408044,-1.162757437,0.030679616,-0.0230097114102068,0.0,88.0,32.0,-252.0,24.0,nan
ramp,0.2141153739994479,-0.095106809,0.362019466,2.072408044,-1.125941898,0.030679616,-0.0230097114102068,0.0,88.0,32.0,-300.0,24.0,nan
ramp,0.24062175499966543,-0.095106809,0.362019466,2.072408044,-1.07071859,0.030679616,-0.0230097114102068,0.0,88.0,32.0,-344.0,24.0,nan
ramp,0.2766453289996207,-0.095106809,0.362019466,2.072408044,-1.021631205,0.030679616,-0.0230097114102068,0.0,88.0,32.0,-392.0,24.0,nan
ramp,0.3025551999999152,-0.095106809,0.362019466,2.072408044,-0.952602069,0.030679616,-0.0230097114102068,0.0,88.0,32.0,-448.0,24.0,nan
ramp,0.3388216999992437,-0.095106809,0.362019466,2.072408044,-0.888174876,0.030679616,-0.0230097114102068,0.0,88.0,32.0,-484.0,24.0,nan
ramp,0.36467975599953206,-0.095106809,0.362019466,2.072408044,-0.802271952,0.030679616,-0.0230097114102068,0.0,88.0,32.0,-548.0,24.0,nan
ramp,0.40073969599961856,-0.095106809,0.362019466,2.072408044,-0.72097097,0.030679616,-0.0230097114102068,0.0,88.0,32.0,-580.0,24.0,nan
ramp,0.4276495239992073,-0.095106809,0.362019466,2.072408044,-0.615126296,0.030679616,-0.0230097114102068,0.0,88.0,32.0,-620.0,24.0,nan
ramp,0.4634683189997304,-0.095106809,0.362019466,2.072408044,-0.529223372,0.030679616,-0.0230097114102068,0.0,88.0,32.0,-668.0,24.0,nan
ramp,0.4894192550000298,-0.095106809,0.362019466,2.072408044,-0.40803889,0.030679616,-0.0230097114102068,0.0,88.0,32.0,-724.0,24.0,nan
ramp,0.5252660019996256,-0.095106809,0.362019466,2.072408044,-0.303728196,0.030679616,-0.0230097114102068,0.0,88.0,32.0,-772.0,24.0,nan
ramp,0.5516672999992807,-0.095106809,0.362019466,2.072408044,-0.164135944,0.030679616,-0.0230097114102068,0.0,88.0,32.0,-808.0,24.0,nan
ramp,0.587781599999289,-0.095106809,0.362019466,2.072408044,-0.044485443,0.030679616,-0.0230097114102068,0.0,88.0,32.0,-868.0,24.0,nan
ramp,0.6146765209996374,-0.095106809,0.362019466,2.072408044,0.110446617,0.030679616,-0.0230097114102068,0.0,88.0,32.0,-884.0,24.0,nan
ramp,0.6507578999999168,-0.095106809,0.362019466,2.072408044,0.242368964,0.030679616,-0.0230097114102068,0.0,88.0,32.0,-828.0,24.0,nan
ramp,0.677604130999498,-0.095106809,0.362019466,2.072408044,0.394233062,0.030679616,-0.0230097114102068,0.0,88.0,32.0,-792.0,24.0,nan
ramp,0.7137606789992788,-0.095106809,0.362019466,2.072408044,0.510815602,0.030679616,-0.0230097114102068,0.0,88.0,32.0,-756.0,24.0,nan
ramp,0.7406645149994802,-0.095106809,0.362019466,2.070874064,0.64273795,0.030679616,-0.0230097114102068,0.0,88.0,24.0,-732.0,24.0,nan
ramp,0.7767507139997178,-0.095106809,0.362019466,2.070874064,0.751650586,0.030679616,-0.0230097114102068,0.0,88.0,24.0,-656.0,24.0,nan
ramp,0.8037274660000548,-0.095106809,0.362019466,2.072408044,0.868233126,0.032213597,-0.0230097114102068,0.0,88.0,32.0,-628.0,-20.0,nan
ramp,0.8398754579993692,-0.095106809,0.362019466,2.070874064,0.957204012,0.032213597,-0.0230097114102068,0.0,88.0,20.0,-584.0,0.0,nan
